round,bank_id,bank_name,strategy,source,f1,auprc,n_test_fraud,alpha
5,0,ULB-Bank0,fedavg,ulb,0.0,0.0,0,0.1
5,1,ULB-Bank1,fedavg,ulb,0.821917808219178,0.8407018094837609,43,0.1
5,2,ULB-Bank2,fedavg,ulb,0.7272727272727273,0.5741084032965258,7,0.1
5,3,ULB-Bank3,fedavg,ulb,0.6666666666666666,0.5009416195856874,2,0.1
10,0,ULB-Bank0,fedavg,ulb,0.0,0.0,0,0.1
10,1,ULB-Bank1,fedavg,ulb,0.8055555555555556,0.8354665418299527,43,0.1
10,2,ULB-Bank2,fedavg,ulb,0.6666666666666666,0.5754588698372751,7,0.1
10,3,ULB-Bank3,fedavg,ulb,0.5,0.5005359056806002,2,0.1
15,0,ULB-Bank0,fedavg,ulb,0.0,0.0,0,0.1
15,1,ULB-Bank1,fedavg,ulb,0.7887323943661971,0.8398873948809276,43,0.1
15,2,ULB-Bank2,fedavg,ulb,0.7272727272727273,0.5730891184733171,7,0.1
15,3,ULB-Bank3,fedavg,ulb,0.5,0.5008787346221442,2,0.1
20,0,ULB-Bank0,fedavg,ulb,0.0,0.0,0,0.1
20,1,ULB-Bank1,fedavg,ulb,0.7945205479452054,0.831317055527537,43,0.1
20,2,ULB-Bank2,fedavg,ulb,0.7272727272727273,0.5739735522437717,7,0.1
20,3,ULB-Bank3,fedavg,ulb,0.6666666666666666,0.5003617945007236,2,0.1
5,0,ULB-Bank0,fedprox,ulb,0.0,0.0,0,0.1
5,1,ULB-Bank1,fedprox,ulb,0.8055555555555556,0.8327343786524376,43,0.1
5,2,ULB-Bank2,fedprox,ulb,0.6153846153846154,0.5458243659723874,7,0.1
5,3,ULB-Bank3,fedprox,ulb,0.5,0.5009560229445507,2,0.1
10,0,ULB-Bank0,fedprox,ulb,0.0,0.0,0,0.1
10,1,ULB-Bank1,fedprox,ulb,0.8055555555555556,0.8333250181951881,43,0.1
10,2,ULB-Bank2,fedprox,ulb,0.6,0.5763694061046329,7,0.1
10,3,ULB-Bank3,fedprox,ulb,0.5,0.5007898894154819,2,0.1
15,0,ULB-Bank0,fedprox,ulb,0.0,0.0,0,0.1
15,1,ULB-Bank1,fedprox,ulb,0.8108108108108109,0.8454789774960542,43,0.1
15,2,ULB-Bank2,fedprox,ulb,0.6666666666666666,0.5745718078558069,7,0.1
15,3,ULB-Bank3,fedprox,ulb,0.5,0.5006939625260236,2,0.1
20,0,ULB-Bank0,fedprox,ulb,0.0,0.0,0,0.1
20,1,ULB-Bank1,fedprox,ulb,0.7945205479452054,0.8432743650073408,43,0.1
20,2,ULB-Bank2,fedprox,ulb,0.7272727272727273,0.57411921248252,7,0.1
20,3,ULB-Bank3,fedprox,ulb,0.6666666666666666,0.5007002801120448,2,0.1
5,0,ULB-Bank0,fednova,ulb,0.0,0.0,0,0.1
5,1,ULB-Bank1,fednova,ulb,0.8055555555555556,0.823592812498186,43,0.1
5,2,ULB-Bank2,fednova,ulb,0.7272727272727273,0.5728262136720373,7,0.1
5,3,ULB-Bank3,fednova,ulb,0.5,0.5006644518272425,2,0.1
10,0,ULB-Bank0,fednova,ulb,0.0,0.0,0,0.1
10,1,ULB-Bank1,fednova,ulb,0.8108108108108109,0.8336829236813147,43,0.1
10,2,ULB-Bank2,fednova,ulb,0.7272727272727273,0.5750578283324528,7,0.1
10,3,ULB-Bank3,fednova,ulb,0.6666666666666666,0.5009496676163343,2,0.1
15,0,ULB-Bank0,fednova,ulb,0.0,0.0,0,0.1
15,1,ULB-Bank1,fednova,ulb,0.7887323943661971,0.827740210313824,43,0.1
15,2,ULB-Bank2,fednova,ulb,0.6666666666666666,0.5749485221460604,7,0.1
15,3,ULB-Bank3,fednova,ulb,0.5,0.5005899705014749,2,0.1
20,0,ULB-Bank0,fednova,ulb,0.0,0.0,0,0.1
20,1,ULB-Bank1,fednova,ulb,0.8055555555555556,0.8382760603726238,43,0.1
20,2,ULB-Bank2,fednova,ulb,0.7272727272727273,0.5740196786803582,7,0.1
20,3,ULB-Bank3,fednova,ulb,0.5,0.5006600660066006,2,0.1
5,0,ULB-Bank0,persfl,ulb,0.0,0.0,0,0.1
5,1,ULB-Bank1,persfl,ulb,0.8266666666666667,0.8304109425830385,43,0.1
5,2,ULB-Bank2,persfl,ulb,0.6153846153846154,0.5812646127495751,7,0.1
5,3,ULB-Bank3,persfl,ulb,0.5,0.25128040973111393,2,0.1
10,0,ULB-Bank0,persfl,ulb,0.0,0.0,0,0.1
10,1,ULB-Bank1,persfl,ulb,0.8157894736842105,0.8302411733804815,43,0.1
10,2,ULB-Bank2,persfl,ulb,0.6666666666666666,0.5785104339990521,7,0.1
10,3,ULB-Bank3,persfl,ulb,0.5,0.2512062726176116,2,0.1
15,0,ULB-Bank0,persfl,ulb,0.0,0.0,0,0.1
15,1,ULB-Bank1,persfl,ulb,0.8,0.8075249973191159,43,0.1
15,2,ULB-Bank2,persfl,ulb,0.6666666666666666,0.5751720037087542,7,0.1
15,3,ULB-Bank3,persfl,ulb,0.5,0.5013679890560876,2,0.1
20,0,ULB-Bank0,persfl,ulb,0.0,0.0,0,0.1
20,1,ULB-Bank1,persfl,ulb,0.7945205479452054,0.8228818630566188,43,0.1
20,2,ULB-Bank2,persfl,ulb,0.6666666666666666,0.57857222424888,7,0.1
20,3,ULB-Bank3,persfl,ulb,0.0,0.12574074074074074,2,0.1
