round,bank_id,bank_name,strategy,source,f1,auprc,n_test_fraud,alpha
5,0,ULB-Bank0,fedavg,ulb,1.0,1.0,5,0.5
5,1,ULB-Bank1,fedavg,ulb,0.7384615384615385,0.7401941987811671,41,0.5
5,2,ULB-Bank2,fedavg,ulb,0.8333333333333334,0.8572974405406001,7,0.5
5,3,ULB-Bank3,fedavg,ulb,0.0,0.0,0,0.5
10,0,ULB-Bank0,fedavg,ulb,0.9090909090909091,1.0,5,0.5
10,1,ULB-Bank1,fedavg,ulb,0.7941176470588235,0.7507027840531049,41,0.5
10,2,ULB-Bank2,fedavg,ulb,0.8571428571428571,0.8573234603575942,7,0.5
10,3,ULB-Bank3,fedavg,ulb,0.0,0.0,0,0.5
15,0,ULB-Bank0,fedavg,ulb,0.8888888888888888,0.8555555555555556,5,0.5
15,1,ULB-Bank1,fedavg,ulb,0.7384615384615385,0.7364254038406177,41,0.5
15,2,ULB-Bank2,fedavg,ulb,0.8571428571428571,0.8130858384484899,7,0.5
15,3,ULB-Bank3,fedavg,ulb,0.0,0.0,0,0.5
20,0,ULB-Bank0,fedavg,ulb,0.8,0.9666666666666666,5,0.5
20,1,ULB-Bank1,fedavg,ulb,0.7575757575757576,0.732689647786312,41,0.5
20,2,ULB-Bank2,fedavg,ulb,0.8571428571428571,0.8573080644780626,7,0.5
20,3,ULB-Bank3,fedavg,ulb,0.0,0.0,0,0.5
5,0,ULB-Bank0,fedprox,ulb,1.0,1.0,5,0.5
5,1,ULB-Bank1,fedprox,ulb,0.7761194029850746,0.7500534855055389,41,0.5
5,2,ULB-Bank2,fedprox,ulb,0.9230769230769231,0.8572677010879256,7,0.5
5,3,ULB-Bank3,fedprox,ulb,0.0,0.0,0,0.5
10,0,ULB-Bank0,fedprox,ulb,0.9090909090909091,1.0,5,0.5
10,1,ULB-Bank1,fedprox,ulb,0.71875,0.7395948415095935,41,0.5
10,2,ULB-Bank2,fedprox,ulb,0.8571428571428571,0.8573213648186871,7,0.5
10,3,ULB-Bank3,fedprox,ulb,0.0,0.0,0,0.5
15,0,ULB-Bank0,fedprox,ulb,0.9090909090909091,1.0,5,0.5
15,1,ULB-Bank1,fedprox,ulb,0.71875,0.7377926473872788,41,0.5
15,2,ULB-Bank2,fedprox,ulb,0.8,0.857359541866584,7,0.5
15,3,ULB-Bank3,fedprox,ulb,0.0,0.0,0,0.5
20,0,ULB-Bank0,fedprox,ulb,0.9090909090909091,1.0,5,0.5
20,1,ULB-Bank1,fedprox,ulb,0.7384615384615385,0.738400962715961,41,0.5
20,2,ULB-Bank2,fedprox,ulb,0.8571428571428571,0.8573370696112974,7,0.5
20,3,ULB-Bank3,fedprox,ulb,0.0,0.0,0,0.5
5,0,ULB-Bank0,fednova,ulb,0.8888888888888888,0.925,5,0.5
5,1,ULB-Bank1,fednova,ulb,0.7384615384615385,0.7470003574655433,41,0.5
5,2,ULB-Bank2,fednova,ulb,0.9230769230769231,0.8572789300779502,7,0.5
5,3,ULB-Bank3,fednova,ulb,0.0,0.0,0,0.5
10,0,ULB-Bank0,fednova,ulb,0.8333333333333334,1.0,5,0.5
10,1,ULB-Bank1,fednova,ulb,0.7575757575757576,0.7446562849462403,41,0.5
10,2,ULB-Bank2,fednova,ulb,0.9230769230769231,0.8573038618119924,7,0.5
10,3,ULB-Bank3,fednova,ulb,0.0,0.0,0,0.5
15,0,ULB-Bank0,fednova,ulb,0.8333333333333334,1.0,5,0.5
15,1,ULB-Bank1,fednova,ulb,0.7575757575757576,0.7630284371236292,41,0.5
15,2,ULB-Bank2,fednova,ulb,0.8571428571428571,0.8573573113568823,7,0.5
15,3,ULB-Bank3,fednova,ulb,0.0,0.0,0,0.5
20,0,ULB-Bank0,fednova,ulb,0.9090909090909091,1.0,5,0.5
20,1,ULB-Bank1,fednova,ulb,0.7575757575757576,0.749643049347599,41,0.5
20,2,ULB-Bank2,fednova,ulb,0.8,0.8573120618805896,7,0.5
20,3,ULB-Bank3,fednova,ulb,0.0,0.0,0,0.5
5,0,ULB-Bank0,persfl,ulb,1.0,1.0,5,0.5
5,1,ULB-Bank1,persfl,ulb,0.7941176470588235,0.7642358219549368,41,0.5
5,2,ULB-Bank2,persfl,ulb,0.8333333333333334,0.8572497975770351,7,0.5
5,3,ULB-Bank3,persfl,ulb,0.0,0.0,0,0.5
10,0,ULB-Bank0,persfl,ulb,1.0,1.0,5,0.5
10,1,ULB-Bank1,persfl,ulb,0.8,0.7709348721441851,41,0.5
10,2,ULB-Bank2,persfl,ulb,0.8333333333333334,0.8572514583591906,7,0.5
10,3,ULB-Bank3,persfl,ulb,0.0,0.0,0,0.5
15,0,ULB-Bank0,persfl,ulb,0.7692307692307693,1.0,5,0.5
15,1,ULB-Bank1,persfl,ulb,0.7761194029850746,0.7466088376854971,41,0.5
15,2,ULB-Bank2,persfl,ulb,0.9230769230769231,0.8572503840245774,7,0.5
15,3,ULB-Bank3,persfl,ulb,0.0,0.0,0,0.5
20,0,ULB-Bank0,persfl,ulb,0.7692307692307693,0.9266666666666667,5,0.5
20,1,ULB-Bank1,persfl,ulb,0.7945205479452054,0.7613653703352475,41,0.5
20,2,ULB-Bank2,persfl,ulb,0.7272727272727273,0.8572540794763015,7,0.5
20,3,ULB-Bank3,persfl,ulb,0.0,0.0,0,0.5
