dataset,alpha,seed,rho,target_fnr,defer_budget,defer_rule,gate,human_accuracy,n_banks,n_banks_with_fraud,n_banks_audited,n_banks_fallback_threshold,n_banks_split_ok,defer_frac,miss_rate_audit,miss_rate_policy,coverage_valid_frac,expected_cost,expected_cost_per_txn,aurc,auto_clear_at_recall80,fpr_at_recall80,achieved_recall80,defer_jain,fpr_gap
ulb,0.05,1,50.0,0.1,0.05,band,brier,1.0,4,1,4,3,1,0.03397470462069536,0.07692307692307693,0.07692307692307693,1.0,2758.25,0.06456124335837839,0.08626017915957808,0.9984551646654027,0.0005858779967659535,0.7884615384615384,0.7480327032505945,0.18297482404261337
ulb,0.05,2,1.0,0.1,0.05,band,brier,1.0,4,2,4,3,1,0.04069753723789535,0.07692307692307693,0.057692307692307696,0.5,2534.75,0.05932570331882226,0.1161376888035137,0.9991808266629219,0.0,0.6730769230769231,0.9957890488486912,0.1956196181205541
ulb,0.05,2,2.0,0.1,0.05,band,brier,1.0,4,2,4,3,1,0.04069753723789535,0.07692307692307693,0.057692307692307696,0.5,2537.75,0.0593959181762861,0.11617012962881146,0.9991808266629219,0.0,0.6730769230769231,0.9957890488486912,0.1956196181205541
ulb,0.05,2,5.0,0.1,0.05,band,brier,1.0,4,2,4,3,1,0.04069753723789535,0.07692307692307693,0.057692307692307696,0.5,2546.75,0.05960656274867762,0.11626745210470467,0.9991808266629219,0.0,0.6730769230769231,0.9957890488486912,0.1956196181205541
ulb,0.05,2,10.0,0.1,0.05,band,brier,1.0,4,2,4,3,1,0.04069753723789535,0.07692307692307693,0.057692307692307696,0.5,2561.75,0.05995763703599682,0.11642965623119336,0.9991808266629219,0.0,0.6730769230769231,0.9957890488486912,0.1956196181205541
ulb,0.05,2,20.0,0.1,0.05,band,brier,1.0,4,2,4,3,1,0.04069753723789535,0.07692307692307693,0.057692307692307696,0.5,2591.75,0.06065978561063521,0.11675406448417075,0.9991808266629219,0.0,0.6730769230769231,0.9957890488486912,0.1956196181205541
ulb,0.05,2,50.0,0.1,0.05,band,brier,1.0,4,2,4,3,1,0.04069753723789535,0.07692307692307693,0.057692307692307696,0.5,2681.75,0.06276623133455039,0.11772728924310288,0.9991808266629219,0.0,0.6730769230769231,0.9957890488486912,0.1956196181205541
ulb,0.05,3,1.0,0.1,0.05,band,brier,1.0,4,1,4,3,1,0.045361451122193225,0.21153846153846154,0.1346153846153846,0.0,519.5,0.012159157401989468,0.004249628016031193,0.9990169689877121,7.030206453729525e-05,0.75,0.994223115691091,0.002433545488581056
ulb,0.05,3,2.0,0.1,0.05,band,brier,1.0,4,1,4,3,1,0.045361451122193225,0.21153846153846154,0.1346153846153846,0.0,526.5,0.012322995904037449,0.00425741331749469,0.9990169689877121,7.030206453729525e-05,0.75,0.994223115691091,0.002433545488581056
ulb,0.05,3,5.0,0.1,0.05,band,brier,1.0,4,1,4,3,1,0.045361451122193225,0.21153846153846154,0.1346153846153846,0.0,547.5,0.012814511410181393,0.004280769221885184,0.9990169689877121,7.030206453729525e-05,0.75,0.994223115691091,0.002433545488581056
ulb,0.05,3,10.0,0.1,0.05,band,brier,1.0,4,1,4,3,1,0.045361451122193225,0.21153846153846154,0.1346153846153846,0.0,582.5,0.013633703920421299,0.004319695729202672,0.9990169689877121,7.030206453729525e-05,0.75,0.994223115691091,0.002433545488581056
ulb,0.05,3,20.0,0.1,0.05,band,brier,1.0,4,1,4,3,1,0.045361451122193225,0.21153846153846154,0.1346153846153846,0.0,652.5,0.015272088940901112,0.00439754874383765,0.9990169689877121,7.030206453729525e-05,0.75,0.994223115691091,0.002433545488581056
ulb,0.05,3,50.0,0.1,0.05,band,brier,1.0,4,1,4,3,1,0.046106607605054625,0.21153846153846154,0.1346153846153846,0.0,888.5,0.020795787009947338,0.00729102378512487,0.9990169689877121,7.030206453729525e-05,0.75,0.9942782079428133,0.0041183077499064025
ulb,0.05,42,1.0,0.1,0.05,band,brier,1.0,4,1,4,3,1,0.04726453783666042,0.09615384615384616,0.07692307692307693,1.0,1013.0,0.023709771796372146,0.037659834504613736,0.9992042129900527,0.0,0.6538461538461539,0.9866866652732803,0.04605016847622613
ulb,0.05,42,2.0,0.1,0.05,band,brier,1.0,4,1,4,3,1,0.04726453783666042,0.09615384615384616,0.07692307692307693,1.0,1017.0,0.023803393797542424,0.037663507540114514,0.9992042129900527,0.0,0.6538461538461539,0.9866866652732803,0.04605016847622613
ulb,0.05,42,5.0,0.1,0.05,band,brier,1.0,4,1,4,3,1,0.04726453783666042,0.09615384615384616,0.07692307692307693,1.0,1029.0,0.024084259801053248,0.03767452664661684,0.9992042129900527,0.0,0.6538461538461539,0.9866866652732803,0.04605016847622613
ulb,0.05,42,10.0,0.1,0.05,band,brier,1.0,4,1,4,3,1,0.04726453783666042,0.09615384615384616,0.07692307692307693,1.0,1049.0,0.024552369806904624,0.03769289182412073,0.9992042129900527,0.0,0.6538461538461539,0.9866866652732803,0.04605016847622613
ulb,0.05,42,20.0,0.1,0.05,band,brier,1.0,4,1,4,3,1,0.04726453783666042,0.09615384615384616,0.07692307692307693,1.0,1089.0,0.025488589818607372,0.037729622179128494,0.9992042129900527,0.0,0.6538461538461539,0.9866866652732803,0.04605016847622613
ulb,0.05,42,50.0,0.1,0.05,band,brier,1.0,4,1,4,3,1,0.04726453783666042,0.09615384615384616,0.07692307692307693,1.0,1209.0,0.028297249853715623,0.03783981324415181,0.9992042129900527,0.0,0.6538461538461539,0.9866866652732803,0.04605016847622613
ulb,0.1,0,1.0,0.1,0.05,band,brier,1.0,4,1,4,3,1,0.043590907378789255,0.09615384615384616,0.07692307692307693,1.0,1379.5,0.03228788765359859,0.06070827879443613,0.9990871854885898,2.343402151243175e-05,0.7307692307692307,0.9906627598808919,0.082739809274807
