auprc,f1,f2,precision,recall,mcc,specificity,fpr,false_positives,false_negatives,n_test_fraud,threshold,strategy,model_type,dataset,alpha,train_secs
0.7637961942339263,0.7572815533980582,0.752895752895753,0.7647058823529411,0.75,0.7570244040292399,0.9997187719709397,0.00028122802906022966,12,13,52,0.05,xgb_central,central_pooled,ULB,centralised,1.4
0.01526423400974924,0.03636363636363636,0.0851581508515815,0.018600531443755536,0.8076923076923077,0.11777412018120079,0.9480665573002109,0.05193344269978908,2216,10,52,0.05,lgbm_central,central_pooled,ULB,centralised,4.9
0.7526860265614026,0.7835051546391752,0.7509881422924901,0.8444444444444444,0.7307692307692307,0.7853125584571649,0.9998359503163815,0.0001640496836184673,7,14,52,0.7500000000000001,catboost_central,central_pooled,ULB,centralised,5.8
