iter	PRAUC	Logloss
93	0.9667695708	0.2090542456
94	0.9667810727	0.2089527922
95	0.9667927887	0.208886247
96	0.9668739296	0.2087687156
97	0.9669075726	0.2087012317
98	0.9669426719	0.2085903014
99	0.9670961724	0.2082800312
100	0.9671378789	0.2081668022
101	0.967264475	0.2079439223
102	0.9672895041	0.2078665412
103	0.9673087653	0.2077510498
104	0.9673358472	0.2076709508
105	0.9673708766	0.2075074845
106	0.9674041077	0.2074138987
107	0.9674269242	0.2072912671
108	0.9674486585	0.2071083475
109	0.9674658033	0.2070488276
110	0.9675231992	0.2068750058
111	0.9676100174	0.2065695224
112	0.9676456987	0.2063552703
113	0.9676967726	0.2062533221
114	0.9677510531	0.2060368871
115	0.9677712999	0.2058872918
116	0.9678440889	0.2057406803
117	0.9678723507	0.2056641062
118	0.9678986611	0.2054562083
119	0.9679269061	0.2053538215
120	0.9679409229	0.2052749776
121	0.9679873419	0.2050653102
122	0.9680087203	0.2049703863
123	0.9680224773	0.2048873855
124	0.9680308124	0.2048117439
125	0.9680635183	0.204726992
126	0.9680906536	0.2046200637
127	0.9681009335	0.204568888
128	0.968127572	0.2044239036
129	0.9681555422	0.2043158604
130	0.9681728558	0.2041906361
131	0.9681980213	0.203947998
132	0.9682142053	0.2039095807
133	0.9682517582	0.2037914706
134	0.9682765452	0.2036994023
135	0.968292078	0.2036208427
136	0.9683290142	0.2034178288
137	0.9683592791	0.2033025751
138	0.9684163632	0.2031884209
139	0.9684206428	0.2031507054
140	0.9684575419	0.2030285453
141	0.968474908	0.202982141
142	0.9684958831	0.2029154066
143	0.9685117982	0.202793233
144	0.9685224672	0.2027371241
145	0.9685354799	0.2026984446
146	0.9685446336	0.2026397293
147	0.9685557555	0.2025633888
148	0.9685580732	0.2025201847
149	0.9685805313	0.2024557268
150	0.9685936682	0.2023915736
151	0.9686219831	0.202250704
152	0.9686313492	0.2021730455
153	0.9686470955	0.2020876561
154	0.9686647713	0.2020444422
155	0.9686800828	0.2019549098
156	0.968697269	0.2019032362
157	0.9687192342	0.2018033106
158	0.9687442504	0.201592204
159	0.9687613924	0.2015039783
160	0.9687748766	0.2014457269
161	0.9687937037	0.2013309502
162	0.9688054695	0.2012545175
163	0.9688157475	0.2011919711
164	0.9688296981	0.2011506368
165	0.9688419576	0.201083362
166	0.9688478315	0.2010426041
167	0.968858166	0.2010122179
168	0.9688694845	0.2009132464
169	0.968893102	0.2008577555
170	0.9689120689	0.2007685871
171	0.9689366299	0.2006789934
172	0.9689645073	0.2005147538
173	0.9689757494	0.2004712411
174	0.9689940034	0.2003575774
175	0.9690085445	0.2003054928
176	0.969035523	0.2001720871
177	0.9690459436	0.2000898074
178	0.9690756708	0.2000267268
179	0.9690988626	0.1999659374
180	0.9691060561	0.1998946052
181	0.9691249801	0.1998522935
182	0.9691701926	0.1997759226
183	0.9692026738	0.1997030407
184	0.9692215198	0.1996324926
185	0.9692457975	0.1995629386
186	0.9692664422	0.1994693199
187	0.9692895134	0.1993881999
188	0.9693205916	0.1993330374
189	0.9693265691	0.1992873805
190	0.9693592424	0.199195526
191	0.9693612485	0.1991709211
192	0.9693782054	0.1990606855
193	0.9693943696	0.1990004955
194	0.9693977153	0.1989740622
195	0.9694105541	0.1989299519
196	0.9694149587	0.1988994623
197	0.9694294989	0.1988152497
198	0.9694390978	0.1987400372
199	0.9694494651	0.1986828761
