iter	PRAUC	Logloss
0	0.9857633326	0.1359106634
1	0.9968098882	0.06816273484
2	0.997658948	0.05261274515
3	0.9981114792	0.04132301975
4	0.9982879851	0.03692483741
5	0.9988023864	0.02939974204
6	0.998917621	0.02692771282
7	0.9991401804	0.02371642187
8	0.9991857502	0.02270594257
9	0.9992732167	0.01983909376
10	0.9994924387	0.01746927103
11	0.9995368852	0.01635364114
12	0.9995711673	0.01563240685
13	0.9996155373	0.01458898313
14	0.9996359348	0.01379401096
15	0.9996499414	0.01326951869
16	0.9996680171	0.01255425123
17	0.9996711816	0.01234298487
18	0.9996826711	0.01197516384
19	0.9996890928	0.01179520036
20	0.9996967459	0.01145826621
21	0.999707396	0.01098922481
22	0.999721411	0.01053649263
23	0.9997489273	0.01025503283
24	0.9997863498	0.009778712708
25	0.999792782	0.009429111925
26	0.9997960014	0.009327221657
27	0.9998095812	0.009094625496
28	0.9998124482	0.008808772598
29	0.9998175819	0.008631710078
30	0.9998232478	0.008317351392
31	0.9998257235	0.0082392669
32	0.9998296165	0.008084763374
33	0.9998362769	0.007874029206
34	0.9998401611	0.007624431216
35	0.9998423659	0.007500475444
36	0.9998499529	0.007342366832
37	0.9998510966	0.007241854151
38	0.9998525386	0.007090447438
39	0.9998576779	0.006844058591
40	0.9998611738	0.006696506363
41	0.9998631697	0.00654418778
42	0.9998649171	0.006455704506
43	0.9998754914	0.00623880915
44	0.9998763216	0.006094714795
45	0.9998764398	0.006081417131
46	0.9998817797	0.005999620509
47	0.9998867637	0.005948561014
48	0.9998886697	0.005827493765
49	0.9998959753	0.005704230445
50	0.9999002604	0.005653196537
51	0.9999020375	0.005572176474
52	0.9999005617	0.005514215828
53	0.999900648	0.005483006646
54	0.9999024122	0.00542358184
55	0.9999046688	0.00536369386
56	0.9999065697	0.005280867771
57	0.9999095685	0.00520778313
58	0.9999106513	0.005154487498
59	0.9999120928	0.00510039992
60	0.99991295	0.005046314453
61	0.9999130934	0.005018293385
62	0.9999152508	0.004946318455
63	0.9999186076	0.004882217486
64	0.9999190089	0.0048084223
65	0.9999206746	0.004728971196
66	0.9999217059	0.004691166133
67	0.9999229614	0.004601515653
68	0.9999253863	0.004519311696
69	0.9999260836	0.004433588349
70	0.9999264439	0.00441716628
71	0.999926629	0.004413296225
72	0.9999266459	0.00440715897
73	0.9999266491	0.004407120002
74	0.9999283683	0.004342004605
75	0.9999283815	0.004341909442
76	0.999928394	0.004341877833
77	0.9999284208	0.004341689051
78	0.9999284208	0.004341689051
79	0.9999284208	0.004341689051
80	0.9999284208	0.004341689051
81	0.9999284208	0.004341689051
82	0.9999284208	0.004341689051
83	0.9999284208	0.004341689051
84	0.9999284208	0.004341689051
85	0.9999284208	0.004341689051
86	0.9999284208	0.004341689051
87	0.9999284208	0.004341689051
88	0.9999284208	0.004341689051
89	0.9999284208	0.004341689051
90	0.9999284208	0.004341689051
91	0.9999284208	0.004341689051
92	0.9999284208	0.004341689051
93	0.9999284208	0.004341689051
94	0.9999284208	0.004341689051
95	0.9999284208	0.004341689051
96	0.9999284208	0.004341689051
97	0.9999284208	0.004341689051
98	0.9999284208	0.004341689051
99	0.9999284208	0.004341689051
100	0.9999284208	0.004341689051
