round,bank_id,bank_name,strategy,source,f1,auprc,n_test_fraud,alpha
5,0,ULB-Bank0,fedavg,ulb,0.8,0.8118138197645209,12,0.5
5,1,ULB-Bank1,fedavg,ulb,0.8333333333333334,0.7747119667481691,27,0.5
5,2,ULB-Bank2,fedavg,ulb,0.75,0.6997113210463438,13,0.5
5,3,ULB-Bank3,fedavg,ulb,0.0,0.0,0,0.5
10,0,ULB-Bank0,fedavg,ulb,0.9090909090909091,0.8339404859252693,12,0.5
10,1,ULB-Bank1,fedavg,ulb,0.8333333333333334,0.7802931947514962,27,0.5
10,2,ULB-Bank2,fedavg,ulb,0.782608695652174,0.7197620505571698,13,0.5
10,3,ULB-Bank3,fedavg,ulb,0.0,0.0,0,0.5
15,0,ULB-Bank0,fedavg,ulb,0.8,0.8115837028149296,12,0.5
15,1,ULB-Bank1,fedavg,ulb,0.8085106382978723,0.7704680476738147,27,0.5
15,2,ULB-Bank2,fedavg,ulb,0.7272727272727273,0.7066482768136797,13,0.5
15,3,ULB-Bank3,fedavg,ulb,0.0,0.0,0,0.5
20,0,ULB-Bank0,fedavg,ulb,0.8,0.7851082145250898,12,0.5
20,1,ULB-Bank1,fedavg,ulb,0.8085106382978723,0.7707890383389319,27,0.5
20,2,ULB-Bank2,fedavg,ulb,0.7272727272727273,0.6773910867161342,13,0.5
20,3,ULB-Bank3,fedavg,ulb,0.0,0.0,0,0.5
5,0,ULB-Bank0,fedprox,ulb,0.8333333333333334,0.8117815112924094,12,0.5
5,1,ULB-Bank1,fedprox,ulb,0.8333333333333334,0.7806443284993488,27,0.5
5,2,ULB-Bank2,fedprox,ulb,0.72,0.7099724719749138,13,0.5
5,3,ULB-Bank3,fedprox,ulb,0.0,0.0,0,0.5
10,0,ULB-Bank0,fedprox,ulb,0.8,0.8264399674770645,12,0.5
10,1,ULB-Bank1,fedprox,ulb,0.8333333333333334,0.7830185874511619,27,0.5
10,2,ULB-Bank2,fedprox,ulb,0.782608695652174,0.7305443790725626,13,0.5
10,3,ULB-Bank3,fedprox,ulb,0.0,0.0,0,0.5
15,0,ULB-Bank0,fedprox,ulb,0.6956521739130435,0.7629006115711213,12,0.5
15,1,ULB-Bank1,fedprox,ulb,0.8163265306122449,0.7680015744395752,27,0.5
15,2,ULB-Bank2,fedprox,ulb,0.6956521739130435,0.6933430952533028,13,0.5
15,3,ULB-Bank3,fedprox,ulb,0.0,0.0,0,0.5
20,0,ULB-Bank0,fedprox,ulb,0.7619047619047619,0.7391819219232709,12,0.5
20,1,ULB-Bank1,fedprox,ulb,0.7692307692307693,0.7786310328069859,27,0.5
20,2,ULB-Bank2,fedprox,ulb,0.6666666666666666,0.6550724655188188,13,0.5
20,3,ULB-Bank3,fedprox,ulb,0.0,0.0,0,0.5
5,0,ULB-Bank0,fednova,ulb,0.8,0.7847598944708618,12,0.5
5,1,ULB-Bank1,fednova,ulb,0.8163265306122449,0.7739800492064776,27,0.5
5,2,ULB-Bank2,fednova,ulb,0.6666666666666666,0.6545596582299644,13,0.5
5,3,ULB-Bank3,fednova,ulb,0.0,0.0,0,0.5
10,0,ULB-Bank0,fednova,ulb,0.6666666666666666,0.7693659634618227,12,0.5
10,1,ULB-Bank1,fednova,ulb,0.7916666666666666,0.761498834866239,27,0.5
10,2,ULB-Bank2,fednova,ulb,0.6666666666666666,0.6965684529362655,13,0.5
10,3,ULB-Bank3,fednova,ulb,0.0,0.0,0,0.5
15,0,ULB-Bank0,fednova,ulb,0.6956521739130435,0.7857545631682633,12,0.5
15,1,ULB-Bank1,fednova,ulb,0.7916666666666666,0.7692617760927792,27,0.5
15,2,ULB-Bank2,fednova,ulb,0.6956521739130435,0.6550783595863678,13,0.5
15,3,ULB-Bank3,fednova,ulb,0.0,0.0,0,0.5
20,0,ULB-Bank0,fednova,ulb,0.8,0.7891766623251852,12,0.5
20,1,ULB-Bank1,fednova,ulb,0.8,0.7740469855016245,27,0.5
20,2,ULB-Bank2,fednova,ulb,0.7272727272727273,0.6427787723058628,13,0.5
20,3,ULB-Bank3,fednova,ulb,0.0,0.0,0,0.5
5,0,ULB-Bank0,persfl,ulb,0.8,0.7868557712859032,12,0.5
5,1,ULB-Bank1,persfl,ulb,0.8,0.7614254178852119,27,0.5
5,2,ULB-Bank2,persfl,ulb,0.75,0.7408074642970499,13,0.5
5,3,ULB-Bank3,persfl,ulb,0.0,0.0,0,0.5
10,0,ULB-Bank0,persfl,ulb,0.7407407407407407,0.7726093189665519,12,0.5
10,1,ULB-Bank1,persfl,ulb,0.8,0.7680138721214994,27,0.5
10,2,ULB-Bank2,persfl,ulb,0.72,0.7078464566909347,13,0.5
10,3,ULB-Bank3,persfl,ulb,0.0,0.0,0,0.5
15,0,ULB-Bank0,persfl,ulb,0.7407407407407407,0.7285356035746103,12,0.5
15,1,ULB-Bank1,persfl,ulb,0.7547169811320755,0.7746835680480195,27,0.5
15,2,ULB-Bank2,persfl,ulb,0.6153846153846154,0.6109745278757691,13,0.5
15,3,ULB-Bank3,persfl,ulb,0.0,0.0,0,0.5
20,0,ULB-Bank0,persfl,ulb,0.8,0.7679671574607109,12,0.5
20,1,ULB-Bank1,persfl,ulb,0.7692307692307693,0.7765072769157071,27,0.5
20,2,ULB-Bank2,persfl,ulb,0.7272727272727273,0.6629612003403821,13,0.5
20,3,ULB-Bank3,persfl,ulb,0.0,0.0,0,0.5
