round,bank_id,bank_name,strategy,source,f1,auprc,n_test_fraud,alpha
5,0,ULB-Bank0,fedavg,ulb,0.7878787878787878,0.7726611439930202,40,0.1
5,1,ULB-Bank1,fedavg,ulb,0.8,0.8215582417786701,12,0.1
5,2,ULB-Bank2,fedavg,ulb,0.0,0.0,0,0.1
5,3,ULB-Bank3,fedavg,ulb,0.0,0.0,0,0.1
10,0,ULB-Bank0,fedavg,ulb,0.8059701492537313,0.7759759550911696,40,0.1
10,1,ULB-Bank1,fedavg,ulb,0.9090909090909091,0.8363092880362799,12,0.1
10,2,ULB-Bank2,fedavg,ulb,0.0,0.0,0,0.1
10,3,ULB-Bank3,fedavg,ulb,0.0,0.0,0,0.1
15,0,ULB-Bank0,fedavg,ulb,0.8115942028985508,0.7909266404715761,40,0.1
15,1,ULB-Bank1,fedavg,ulb,0.8695652173913043,0.8350041610520021,12,0.1
15,2,ULB-Bank2,fedavg,ulb,0.0,0.0,0,0.1
15,3,ULB-Bank3,fedavg,ulb,0.0,0.0,0,0.1
20,0,ULB-Bank0,fedavg,ulb,0.7878787878787878,0.7838496141168437,40,0.1
20,1,ULB-Bank1,fedavg,ulb,0.8695652173913043,0.8272005867695523,12,0.1
20,2,ULB-Bank2,fedavg,ulb,0.0,0.0,0,0.1
20,3,ULB-Bank3,fedavg,ulb,0.0,0.0,0,0.1
5,0,ULB-Bank0,fedprox,ulb,0.8059701492537313,0.7858066537357661,40,0.1
5,1,ULB-Bank1,fedprox,ulb,0.8695652173913043,0.7994627261212965,12,0.1
5,2,ULB-Bank2,fedprox,ulb,0.0,0.0,0,0.1
5,3,ULB-Bank3,fedprox,ulb,0.0,0.0,0,0.1
10,0,ULB-Bank0,fedprox,ulb,0.8115942028985508,0.7801130867230663,40,0.1
10,1,ULB-Bank1,fedprox,ulb,0.8,0.8003125287782376,12,0.1
10,2,ULB-Bank2,fedprox,ulb,0.0,0.0,0,0.1
10,3,ULB-Bank3,fedprox,ulb,0.0,0.0,0,0.1
15,0,ULB-Bank0,fedprox,ulb,0.7941176470588235,0.7665356901491605,40,0.1
15,1,ULB-Bank1,fedprox,ulb,0.9090909090909091,0.835586753456899,12,0.1
15,2,ULB-Bank2,fedprox,ulb,0.0,0.0,0,0.1
15,3,ULB-Bank3,fedprox,ulb,0.0,0.0,0,0.1
20,0,ULB-Bank0,fedprox,ulb,0.7878787878787878,0.7576881639650461,40,0.1
20,1,ULB-Bank1,fedprox,ulb,0.8695652173913043,0.8274035788513062,12,0.1
20,2,ULB-Bank2,fedprox,ulb,0.0,0.0,0,0.1
20,3,ULB-Bank3,fedprox,ulb,0.0,0.0,0,0.1
5,0,ULB-Bank0,fednova,ulb,0.7301587301587301,0.7755515844834787,40,0.1
5,1,ULB-Bank1,fednova,ulb,0.9090909090909091,0.8348399584809938,12,0.1
5,2,ULB-Bank2,fednova,ulb,0.0,0.0,0,0.1
5,3,ULB-Bank3,fednova,ulb,0.0,0.0,0,0.1
10,0,ULB-Bank0,fednova,ulb,0.7878787878787878,0.769650712809946,40,0.1
10,1,ULB-Bank1,fednova,ulb,0.9090909090909091,0.8351939061509431,12,0.1
10,2,ULB-Bank2,fednova,ulb,0.0,0.0,0,0.1
10,3,ULB-Bank3,fednova,ulb,0.0,0.0,0,0.1
15,0,ULB-Bank0,fednova,ulb,0.7878787878787878,0.7687688456564206,40,0.1
15,1,ULB-Bank1,fednova,ulb,0.9090909090909091,0.8355283987453239,12,0.1
15,2,ULB-Bank2,fednova,ulb,0.0,0.0,0,0.1
15,3,ULB-Bank3,fednova,ulb,0.0,0.0,0,0.1
20,0,ULB-Bank0,fednova,ulb,0.7692307692307693,0.7571329935776026,40,0.1
20,1,ULB-Bank1,fednova,ulb,0.9090909090909091,0.8354169527561667,12,0.1
20,2,ULB-Bank2,fednova,ulb,0.0,0.0,0,0.1
20,3,ULB-Bank3,fednova,ulb,0.0,0.0,0,0.1
5,0,ULB-Bank0,persfl,ulb,0.8235294117647058,0.7862825657892671,40,0.1
5,1,ULB-Bank1,persfl,ulb,0.8181818181818182,0.8273541844521063,12,0.1
5,2,ULB-Bank2,persfl,ulb,0.0,0.0,0,0.1
5,3,ULB-Bank3,persfl,ulb,0.0,0.0,0,0.1
10,0,ULB-Bank0,persfl,ulb,0.8285714285714286,0.7969348047854831,40,0.1
10,1,ULB-Bank1,persfl,ulb,0.782608695652174,0.8029254481210683,12,0.1
10,2,ULB-Bank2,persfl,ulb,0.0,0.0,0,0.1
10,3,ULB-Bank3,persfl,ulb,0.0,0.0,0,0.1
15,0,ULB-Bank0,persfl,ulb,0.8115942028985508,0.7752827366666464,40,0.1
15,1,ULB-Bank1,persfl,ulb,0.8695652173913043,0.8267852532545675,12,0.1
15,2,ULB-Bank2,persfl,ulb,0.0,0.0,0,0.1
15,3,ULB-Bank3,persfl,ulb,0.0,0.0,0,0.1
20,0,ULB-Bank0,persfl,ulb,0.7733333333333333,0.7771970210615194,40,0.1
20,1,ULB-Bank1,persfl,ulb,0.8333333333333334,0.8266403358383524,12,0.1
20,2,ULB-Bank2,persfl,ulb,0.0,0.0,0,0.1
20,3,ULB-Bank3,persfl,ulb,0.0,0.0,0,0.1
