round,bank_id,bank_name,strategy,source,f1,auprc,n_test_fraud,alpha
5,0,SAML-Bank0,fedavg,saml,0.0,0.0,0,0.05
5,1,SAML-Bank1,fedavg,saml,0.0,0.012243893825517311,1697,0.05
5,2,SAML-Bank2,fedavg,saml,0.0,0.0,0,0.05
5,3,SAML-Bank3,fedavg,saml,0.0,0.0,0,0.05
10,0,SAML-Bank0,fedavg,saml,0.0,0.0,0,0.05
10,1,SAML-Bank1,fedavg,saml,0.0,0.011847430576437556,1697,0.05
10,2,SAML-Bank2,fedavg,saml,0.0,0.0,0,0.05
10,3,SAML-Bank3,fedavg,saml,0.0,0.0,0,0.05
15,0,SAML-Bank0,fedavg,saml,0.0,0.0,0,0.05
15,1,SAML-Bank1,fedavg,saml,0.004324324324324324,0.012271503603112157,1697,0.05
15,2,SAML-Bank2,fedavg,saml,0.0,0.0,0,0.05
15,3,SAML-Bank3,fedavg,saml,0.0,0.0,0,0.05
20,0,SAML-Bank0,fedavg,saml,0.0,0.0,0,0.05
20,1,SAML-Bank1,fedavg,saml,0.030258946755891768,0.013349273424915759,1697,0.05
20,2,SAML-Bank2,fedavg,saml,0.0,0.0,0,0.05
20,3,SAML-Bank3,fedavg,saml,0.0,0.0,0,0.05
5,0,SAML-Bank0,fedprox,saml,0.0,0.0,0,0.05
5,1,SAML-Bank1,fedprox,saml,0.0,0.011304210209931494,1697,0.05
5,2,SAML-Bank2,fedprox,saml,0.0,0.0,0,0.05
5,3,SAML-Bank3,fedprox,saml,0.0,0.0,0,0.05
10,0,SAML-Bank0,fedprox,saml,0.0,0.0,0,0.05
10,1,SAML-Bank1,fedprox,saml,0.0,0.01189224162159256,1697,0.05
10,2,SAML-Bank2,fedprox,saml,0.0,0.0,0,0.05
10,3,SAML-Bank3,fedprox,saml,0.0,0.0,0,0.05
15,0,SAML-Bank0,fedprox,saml,0.0,0.0,0,0.05
15,1,SAML-Bank1,fedprox,saml,0.011544011544011544,0.012478943269268492,1697,0.05
15,2,SAML-Bank2,fedprox,saml,0.0,0.0,0,0.05
15,3,SAML-Bank3,fedprox,saml,0.0,0.0,0,0.05
20,0,SAML-Bank0,fedprox,saml,0.0,0.0,0,0.05
20,1,SAML-Bank1,fedprox,saml,0.031902552204176336,0.014647815236374347,1697,0.05
20,2,SAML-Bank2,fedprox,saml,0.0,0.0,0,0.05
20,3,SAML-Bank3,fedprox,saml,0.0,0.0,0,0.05
5,0,SAML-Bank0,fednova,saml,0.0,0.0,0,0.05
5,1,SAML-Bank1,fednova,saml,0.0,0.011700690019742435,1697,0.05
5,2,SAML-Bank2,fednova,saml,0.0,0.0,0,0.05
5,3,SAML-Bank3,fednova,saml,0.0,0.0,0,0.05
10,0,SAML-Bank0,fednova,saml,0.0,0.0,0,0.05
10,1,SAML-Bank1,fednova,saml,0.0,0.009985910951543598,1697,0.05
10,2,SAML-Bank2,fednova,saml,0.0,0.0,0,0.05
10,3,SAML-Bank3,fednova,saml,0.0,0.0,0,0.05
15,0,SAML-Bank0,fednova,saml,0.0,0.0,0,0.05
15,1,SAML-Bank1,fednova,saml,0.0,0.011212572162237991,1697,0.05
15,2,SAML-Bank2,fednova,saml,0.0,0.0,0,0.05
15,3,SAML-Bank3,fednova,saml,0.0,0.0,0,0.05
20,0,SAML-Bank0,fednova,saml,0.0,0.0,0,0.05
20,1,SAML-Bank1,fednova,saml,0.0,0.010440617215318478,1697,0.05
20,2,SAML-Bank2,fednova,saml,0.0,0.0,0,0.05
20,3,SAML-Bank3,fednova,saml,0.0,0.0,0,0.05
5,0,SAML-Bank0,persfl,saml,0.0,0.0,0,0.05
5,1,SAML-Bank1,persfl,saml,0.03670054511691061,0.10614011128408234,1697,0.05
5,2,SAML-Bank2,persfl,saml,0.0,0.0,0,0.05
5,3,SAML-Bank3,persfl,saml,0.0,0.0,0,0.05
10,0,SAML-Bank0,persfl,saml,0.0,0.0,0,0.05
10,1,SAML-Bank1,persfl,saml,0.02381859756097561,0.10147349055534083,1697,0.05
10,2,SAML-Bank2,persfl,saml,0.0,0.0,0,0.05
10,3,SAML-Bank3,persfl,saml,0.0,0.0,0,0.05
15,0,SAML-Bank0,persfl,saml,0.0,0.0,0,0.05
15,1,SAML-Bank1,persfl,saml,0.019411299805308712,0.05030410561504959,1697,0.05
15,2,SAML-Bank2,persfl,saml,0.0,0.0,0,0.05
15,3,SAML-Bank3,persfl,saml,0.0,0.0,0,0.05
20,0,SAML-Bank0,persfl,saml,0.0,0.0,0,0.05
20,1,SAML-Bank1,persfl,saml,0.01898269735825738,0.07981394528825977,1697,0.05
20,2,SAML-Bank2,persfl,saml,0.0,0.0,0,0.05
20,3,SAML-Bank3,persfl,saml,0.0,0.0,0,0.05
