auprc,f1,f2,precision,recall,mcc,specificity,fpr,false_positives,false_negatives,n_test_fraud,threshold,strategy,model_type,dataset,alpha,train_secs
0.08789324611091501,0.03465267842950246,0.06822734101151727,0.019038192827200744,0.19269298762522097,0.057160803975808055,0.9881681029639784,0.011831897036021662,16849,1370,1697,0.9000000000000001,xgb_central,central_pooled,SAML,centralised,10.5
0.0016285445724923868,0.003777661713255443,0.009358930954841386,0.0018945816042585028,0.6222746022392457,0.016365526857502193,0.6093325149996629,0.39066748500033704,556323,641,1697,0.05,lgbm_central,central_pooled,SAML,centralised,81.3
0.0888663147422423,0.04369958493225781,0.07810750279955207,0.02519869942196532,0.164407778432528,0.06160095309707871,0.9924208163861487,0.007579183613851374,10793,1418,1697,0.9000000000000001,catboost_central,central_pooled,SAML,centralised,82.0
