round,bank_id,bank_name,strategy,source,f1,auprc,n_test_fraud,alpha
5,0,SAML-Bank0,fedavg,saml,0.014319605642606509,0.09263029527377234,739,0.5
5,1,SAML-Bank1,fedavg,saml,0.0007310582799660789,0.14390458761566646,35,0.5
5,2,SAML-Bank2,fedavg,saml,0.010744039069232979,0.09470431082882742,543,0.5
5,3,SAML-Bank3,fedavg,saml,0.00706245225638143,0.06986253883113429,380,0.5
10,0,SAML-Bank0,fedavg,saml,0.013770943309616708,0.09688038041049835,739,0.5
10,1,SAML-Bank1,fedavg,saml,0.000721400627063622,0.14415480956031115,35,0.5
10,2,SAML-Bank2,fedavg,saml,0.01039250003391808,0.0963452028415812,543,0.5
10,3,SAML-Bank3,fedavg,saml,0.006701627732752163,0.07203447871344727,380,0.5
15,0,SAML-Bank0,fedavg,saml,0.01428875790071728,0.09507548530583912,739,0.5
15,1,SAML-Bank1,fedavg,saml,0.000762407448134301,0.14385100462390335,35,0.5
15,2,SAML-Bank2,fedavg,saml,0.010863473725050653,0.09933566834468949,543,0.5
15,3,SAML-Bank3,fedavg,saml,0.007028560729357204,0.07174177598132324,380,0.5
20,0,SAML-Bank0,fedavg,saml,0.01325414357332769,0.09480133798436391,739,0.5
20,1,SAML-Bank1,fedavg,saml,0.0007393107980449337,0.1398497683743348,35,0.5
20,2,SAML-Bank2,fedavg,saml,0.009991607050077934,0.10008298121280435,543,0.5
20,3,SAML-Bank3,fedavg,saml,0.0064431611592343065,0.07037869746921067,380,0.5
5,0,SAML-Bank0,fedprox,saml,0.013332132240338709,0.09592993125363242,739,0.5
5,1,SAML-Bank1,fedprox,saml,0.000660859910916084,0.12369448018529539,35,0.5
5,2,SAML-Bank2,fedprox,saml,0.010047388455861408,0.076061279436512,543,0.5
5,3,SAML-Bank3,fedprox,saml,0.006706786071721018,0.059257943168978935,380,0.5
10,0,SAML-Bank0,fedprox,saml,0.014118894484981236,0.1004093802930919,739,0.5
10,1,SAML-Bank1,fedprox,saml,0.0007185146864401909,0.1440591761138242,35,0.5
10,2,SAML-Bank2,fedprox,saml,0.010350485967938739,0.10044633357771275,543,0.5
10,3,SAML-Bank3,fedprox,saml,0.007025067358828591,0.0728047439861547,380,0.5
15,0,SAML-Bank0,fedprox,saml,0.013494579042592264,0.09506107453911002,739,0.5
15,1,SAML-Bank1,fedprox,saml,0.0007273642836161195,0.14523776391627086,35,0.5
15,2,SAML-Bank2,fedprox,saml,0.010161877893122244,0.10348905703917334,543,0.5
15,3,SAML-Bank3,fedprox,saml,0.006764188297404311,0.07295915899559269,380,0.5
20,0,SAML-Bank0,fedprox,saml,0.012754413258418298,0.09148698443252792,739,0.5
20,1,SAML-Bank1,fedprox,saml,0.000688158382298449,0.14378748337355055,35,0.5
20,2,SAML-Bank2,fedprox,saml,0.009620384815392615,0.09700863072159288,543,0.5
20,3,SAML-Bank3,fedprox,saml,0.00644639315168598,0.07158201922800098,380,0.5
5,0,SAML-Bank0,fednova,saml,0.013889640981209726,0.09193975988982749,739,0.5
5,1,SAML-Bank1,fednova,saml,0.0006676031655516767,0.14389574010620074,35,0.5
5,2,SAML-Bank2,fednova,saml,0.01024545255314486,0.09476267524035487,543,0.5
5,3,SAML-Bank3,fednova,saml,0.0069921441204294,0.0722901300869876,380,0.5
10,0,SAML-Bank0,fednova,saml,0.014165659518255151,0.09880480005265617,739,0.5
10,1,SAML-Bank1,fednova,saml,0.0007227626880989896,0.14600689392911237,35,0.5
10,2,SAML-Bank2,fednova,saml,0.010463187444175067,0.10267765831999197,543,0.5
10,3,SAML-Bank3,fednova,saml,0.006968343809550898,0.07933303071229009,380,0.5
15,0,SAML-Bank0,fednova,saml,0.013150445210767409,0.0989951646449301,739,0.5
15,1,SAML-Bank1,fednova,saml,0.0006868676194753388,0.1400603211126573,35,0.5
15,2,SAML-Bank2,fednova,saml,0.009864716162858438,0.1020036997520256,543,0.5
15,3,SAML-Bank3,fednova,saml,0.006436542953542694,0.07572255395201016,380,0.5
20,0,SAML-Bank0,fednova,saml,0.01333934443619391,0.09666794802088453,739,0.5
20,1,SAML-Bank1,fednova,saml,0.00070859167404783,0.13679826019692456,35,0.5
20,2,SAML-Bank2,fednova,saml,0.010121646703788274,0.10016331704449584,543,0.5
20,3,SAML-Bank3,fednova,saml,0.006491945179129598,0.07400648119425025,380,0.5
5,0,SAML-Bank0,persfl,saml,0.01346305412354484,0.07989569978379844,739,0.5
5,1,SAML-Bank1,persfl,saml,0.0005683971201212581,0.12156288663715174,35,0.5
5,2,SAML-Bank2,persfl,saml,0.010906530434912883,0.08299851020576125,543,0.5
5,3,SAML-Bank3,persfl,saml,0.007246691885154427,0.06087898075556351,380,0.5
10,0,SAML-Bank0,persfl,saml,0.013034532888171593,0.0968358016561719,739,0.5
10,1,SAML-Bank1,persfl,saml,0.0004352329802143087,0.14328769598950586,35,0.5
10,2,SAML-Bank2,persfl,saml,0.00998014421569652,0.10453705192369368,543,0.5
10,3,SAML-Bank3,persfl,saml,0.006894305412301178,0.05983317937867645,380,0.5
15,0,SAML-Bank0,persfl,saml,0.013036311872533839,0.09697411033289172,739,0.5
15,1,SAML-Bank1,persfl,saml,0.0004902939948065154,0.1434564670513228,35,0.5
15,2,SAML-Bank2,persfl,saml,0.009394673123486684,0.10338124746751239,543,0.5
15,3,SAML-Bank3,persfl,saml,0.006871745315939228,0.07031741887496364,380,0.5
20,0,SAML-Bank0,persfl,saml,0.013071073964682964,0.08891371848091925,739,0.5
20,1,SAML-Bank1,persfl,saml,0.0005382027871215761,0.1442304847267496,35,0.5
20,2,SAML-Bank2,persfl,saml,0.009329018865620611,0.10261544814291894,543,0.5
20,3,SAML-Bank3,persfl,saml,0.00683545321735401,0.07019436070396465,380,0.5
