round,bank_id,bank_name,strategy,source,f1,auprc,n_test_fraud,alpha,dataset
5,0,IEEE-Bank0,fedavg,ieee,0.35595895816890294,0.5141527153842046,2049,0.05,ieee_cis
5,1,IEEE-Bank1,fedavg,ieee,0.0,0.0,0,0.05,ieee_cis
5,2,IEEE-Bank2,fedavg,ieee,0.0,0.0,0,0.05,ieee_cis
5,3,IEEE-Bank3,fedavg,ieee,0.3268783888458559,0.4092169803884123,1041,0.05,ieee_cis
10,0,IEEE-Bank0,fedavg,ieee,0.35595895816890294,0.5141527153842046,2049,0.05,ieee_cis
10,1,IEEE-Bank1,fedavg,ieee,0.0,0.0,0,0.05,ieee_cis
10,2,IEEE-Bank2,fedavg,ieee,0.0,0.0,0,0.05,ieee_cis
10,3,IEEE-Bank3,fedavg,ieee,0.3268783888458559,0.4092169803884123,1041,0.05,ieee_cis
15,0,IEEE-Bank0,fedavg,ieee,0.35595895816890294,0.5141527153842046,2049,0.05,ieee_cis
15,1,IEEE-Bank1,fedavg,ieee,0.0,0.0,0,0.05,ieee_cis
15,2,IEEE-Bank2,fedavg,ieee,0.0,0.0,0,0.05,ieee_cis
15,3,IEEE-Bank3,fedavg,ieee,0.3268783888458559,0.4092169803884123,1041,0.05,ieee_cis
20,0,IEEE-Bank0,fedavg,ieee,0.35595895816890294,0.5141527153842046,2049,0.05,ieee_cis
20,1,IEEE-Bank1,fedavg,ieee,0.0,0.0,0,0.05,ieee_cis
20,2,IEEE-Bank2,fedavg,ieee,0.0,0.0,0,0.05,ieee_cis
20,3,IEEE-Bank3,fedavg,ieee,0.3268783888458559,0.4092169803884123,1041,0.05,ieee_cis
5,0,IEEE-Bank0,fedprox,ieee,0.23736075407026563,0.532048356116067,2049,0.05,ieee_cis
5,1,IEEE-Bank1,fedprox,ieee,0.0,0.0,0,0.05,ieee_cis
5,2,IEEE-Bank2,fedprox,ieee,0.0,0.0,0,0.05,ieee_cis
5,3,IEEE-Bank3,fedprox,ieee,0.22670025188916876,0.42910652128055937,1041,0.05,ieee_cis
10,0,IEEE-Bank0,fedprox,ieee,0.23736075407026563,0.532048356116067,2049,0.05,ieee_cis
10,1,IEEE-Bank1,fedprox,ieee,0.0,0.0,0,0.05,ieee_cis
10,2,IEEE-Bank2,fedprox,ieee,0.0,0.0,0,0.05,ieee_cis
10,3,IEEE-Bank3,fedprox,ieee,0.22670025188916876,0.42910652128055937,1041,0.05,ieee_cis
15,0,IEEE-Bank0,fedprox,ieee,0.23736075407026563,0.532048356116067,2049,0.05,ieee_cis
15,1,IEEE-Bank1,fedprox,ieee,0.0,0.0,0,0.05,ieee_cis
15,2,IEEE-Bank2,fedprox,ieee,0.0,0.0,0,0.05,ieee_cis
15,3,IEEE-Bank3,fedprox,ieee,0.22670025188916876,0.42910652128055937,1041,0.05,ieee_cis
20,0,IEEE-Bank0,fedprox,ieee,0.23736075407026563,0.532048356116067,2049,0.05,ieee_cis
20,1,IEEE-Bank1,fedprox,ieee,0.0,0.0,0,0.05,ieee_cis
20,2,IEEE-Bank2,fedprox,ieee,0.0,0.0,0,0.05,ieee_cis
20,3,IEEE-Bank3,fedprox,ieee,0.22670025188916876,0.42910652128055937,1041,0.05,ieee_cis
5,0,IEEE-Bank0,fednova,ieee,0.000975609756097561,0.4262270018073159,2049,0.05,ieee_cis
5,1,IEEE-Bank1,fednova,ieee,0.0,0.0,0,0.05,ieee_cis
5,2,IEEE-Bank2,fednova,ieee,0.0,0.0,0,0.05,ieee_cis
5,3,IEEE-Bank3,fednova,ieee,0.0,0.29664985785179154,1041,0.05,ieee_cis
10,0,IEEE-Bank0,fednova,ieee,0.000975609756097561,0.4262242994494245,2049,0.05,ieee_cis
10,1,IEEE-Bank1,fednova,ieee,0.0,0.0,0,0.05,ieee_cis
10,2,IEEE-Bank2,fednova,ieee,0.0,0.0,0,0.05,ieee_cis
10,3,IEEE-Bank3,fednova,ieee,0.0,0.29664646132618794,1041,0.05,ieee_cis
15,0,IEEE-Bank0,fednova,ieee,0.000975609756097561,0.42622416036869665,2049,0.05,ieee_cis
15,1,IEEE-Bank1,fednova,ieee,0.0,0.0,0,0.05,ieee_cis
15,2,IEEE-Bank2,fednova,ieee,0.0,0.0,0,0.05,ieee_cis
15,3,IEEE-Bank3,fednova,ieee,0.0,0.29664637530937404,1041,0.05,ieee_cis
20,0,IEEE-Bank0,fednova,ieee,0.000975609756097561,0.42622408643999987,2049,0.05,ieee_cis
20,1,IEEE-Bank1,fednova,ieee,0.0,0.0,0,0.05,ieee_cis
20,2,IEEE-Bank2,fednova,ieee,0.0,0.0,0,0.05,ieee_cis
20,3,IEEE-Bank3,fednova,ieee,0.0,0.2966463796104652,1041,0.05,ieee_cis
5,0,IEEE-Bank0,persfl,ieee,0.5219653179190752,0.5590463100320847,2049,0.05,ieee_cis
5,1,IEEE-Bank1,persfl,ieee,0.0,0.0,0,0.05,ieee_cis
5,2,IEEE-Bank2,persfl,ieee,0.0,0.0,0,0.05,ieee_cis
5,3,IEEE-Bank3,persfl,ieee,0.4246068455134135,0.44925810077188316,1041,0.05,ieee_cis
10,0,IEEE-Bank0,persfl,ieee,0.5219653179190752,0.5590463100320847,2049,0.05,ieee_cis
10,1,IEEE-Bank1,persfl,ieee,0.0,0.0,0,0.05,ieee_cis
