round,bank_id,bank_name,strategy,source,f1,auprc,n_test_fraud,alpha,dataset
15,0,IEEE-Bank0,scaffold,ieee,0.11058451816745656,0.4215769296512487,1790,0.1,ieee_cis
15,1,IEEE-Bank1,scaffold,ieee,0.2222222222222222,0.07698665642524995,12,0.1,ieee_cis
15,2,IEEE-Bank2,scaffold,ieee,0.0,0.0,0,0.1,ieee_cis
15,3,IEEE-Bank3,scaffold,ieee,0.10866372980910426,0.3737376649937108,1286,0.1,ieee_cis
20,0,IEEE-Bank0,scaffold,ieee,0.11058451816745656,0.42157692965124877,1790,0.1,ieee_cis
20,1,IEEE-Bank1,scaffold,ieee,0.2222222222222222,0.07698665642524995,12,0.1,ieee_cis
20,2,IEEE-Bank2,scaffold,ieee,0.0,0.0,0,0.1,ieee_cis
20,3,IEEE-Bank3,scaffold,ieee,0.10866372980910426,0.37373766397902136,1286,0.1,ieee_cis
5,0,IEEE-Bank0,fedavgm,ieee,0.0,0.12396335023691066,1790,0.1,ieee_cis
5,1,IEEE-Bank1,fedavgm,ieee,0.0,0.0014296100894744227,12,0.1,ieee_cis
5,2,IEEE-Bank2,fedavgm,ieee,0.0,0.0,0,0.1,ieee_cis
5,3,IEEE-Bank3,fedavgm,ieee,0.0015503875968992248,0.08064514126984346,1286,0.1,ieee_cis
10,0,IEEE-Bank0,fedavgm,ieee,0.187374749498998,0.42083271917562065,1790,0.1,ieee_cis
10,1,IEEE-Bank1,fedavgm,ieee,0.13333333333333333,0.08336825046223167,12,0.1,ieee_cis
10,2,IEEE-Bank2,fedavgm,ieee,0.0,0.0,0,0.1,ieee_cis
10,3,IEEE-Bank3,fedavgm,ieee,0.20449897750511248,0.37189890492735067,1286,0.1,ieee_cis
15,0,IEEE-Bank0,fedavgm,ieee,0.25060240963855424,0.44758231798507897,1790,0.1,ieee_cis
15,1,IEEE-Bank1,fedavgm,ieee,0.1518987341772152,0.1137407199739006,12,0.1,ieee_cis
15,2,IEEE-Bank2,fedavgm,ieee,0.0,0.0,0,0.1,ieee_cis
15,3,IEEE-Bank3,fedavgm,ieee,0.27111984282907664,0.40481061535232055,1286,0.1,ieee_cis
20,0,IEEE-Bank0,fedavgm,ieee,0.24468085106382978,0.44757232329995755,1790,0.1,ieee_cis
20,1,IEEE-Bank1,fedavgm,ieee,0.1518987341772152,0.1049209303150852,12,0.1,ieee_cis
20,2,IEEE-Bank2,fedavgm,ieee,0.0,0.0,0,0.1,ieee_cis
20,3,IEEE-Bank3,fedavgm,ieee,0.2705187130663165,0.40481604555039236,1286,0.1,ieee_cis
