round,bank_id,bank_name,strategy,source,f1,auprc,n_test_fraud,alpha,dataset
5,0,IBM-Bank0,fedavg,ibm,0.0,1.94916575705598e-05,1,0.05,HI-Large
5,1,IBM-Bank1,fedavg,ibm,0.0,0.0,0,0.05,HI-Large
5,2,IBM-Bank2,fedavg,ibm,0.0,0.0,0,0.05,HI-Large
5,3,IBM-Bank3,fedavg,ibm,0.0,0.3536126066374401,54392,0.05,HI-Large
10,0,IBM-Bank0,fedavg,ibm,0.0,1.1795095599249831e-05,1,0.05,HI-Large
10,1,IBM-Bank1,fedavg,ibm,0.0,0.0,0,0.05,HI-Large
10,2,IBM-Bank2,fedavg,ibm,0.0,0.0,0,0.05,HI-Large
10,3,IBM-Bank3,fedavg,ibm,0.0,0.27925828602246194,54392,0.05,HI-Large
15,0,IBM-Bank0,fedavg,ibm,0.0,2.8741413502716065e-05,1,0.05,HI-Large
15,1,IBM-Bank1,fedavg,ibm,0.0,0.0,0,0.05,HI-Large
15,2,IBM-Bank2,fedavg,ibm,0.0,0.0,0,0.05,HI-Large
15,3,IBM-Bank3,fedavg,ibm,0.0,0.4930213357453245,54392,0.05,HI-Large
20,0,IBM-Bank0,fedavg,ibm,0.0,2.0172678124747842e-05,1,0.05,HI-Large
20,1,IBM-Bank1,fedavg,ibm,0.0,0.0,0,0.05,HI-Large
20,2,IBM-Bank2,fedavg,ibm,0.0,0.0,0,0.05,HI-Large
20,3,IBM-Bank3,fedavg,ibm,0.0,0.2718976799742956,54392,0.05,HI-Large
5,0,IBM-Bank0,fedprox,ibm,0.0,1.0532302571988288e-05,1,0.05,HI-Large
5,1,IBM-Bank1,fedprox,ibm,0.0,0.0,0,0.05,HI-Large
5,2,IBM-Bank2,fedprox,ibm,0.0,0.0,0,0.05,HI-Large
5,3,IBM-Bank3,fedprox,ibm,0.0,0.2369474192508544,54392,0.05,HI-Large
10,0,IBM-Bank0,fedprox,ibm,0.0,1.6520460590441263e-05,1,0.05,HI-Large
10,1,IBM-Bank1,fedprox,ibm,0.0,0.0,0,0.05,HI-Large
10,2,IBM-Bank2,fedprox,ibm,0.0,0.0,0,0.05,HI-Large
10,3,IBM-Bank3,fedprox,ibm,0.0,0.3027621671708576,54392,0.05,HI-Large
15,0,IBM-Bank0,fedprox,ibm,0.0,9.883571527407144e-06,1,0.05,HI-Large
15,1,IBM-Bank1,fedprox,ibm,0.0,0.0,0,0.05,HI-Large
15,2,IBM-Bank2,fedprox,ibm,0.0,0.0,0,0.05,HI-Large
15,3,IBM-Bank3,fedprox,ibm,0.0,0.22454580606224656,54392,0.05,HI-Large
20,0,IBM-Bank0,fedprox,ibm,0.0,1.7155895623531028e-05,1,0.05,HI-Large
20,1,IBM-Bank1,fedprox,ibm,0.0,0.0,0,0.05,HI-Large
20,2,IBM-Bank2,fedprox,ibm,0.0,0.0,0,0.05,HI-Large
20,3,IBM-Bank3,fedprox,ibm,0.0,0.2605010025719723,54392,0.05,HI-Large
5,0,IBM-Bank0,fednova,ibm,0.0,8.707236584325234e-06,1,0.05,HI-Large
5,1,IBM-Bank1,fednova,ibm,0.0,0.0,0,0.05,HI-Large
5,2,IBM-Bank2,fednova,ibm,0.0,0.0,0,0.05,HI-Large
5,3,IBM-Bank3,fednova,ibm,0.0,0.21688768451275128,54392,0.05,HI-Large
10,0,IBM-Bank0,fednova,ibm,0.0,1.0064209657615588e-05,1,0.05,HI-Large
10,1,IBM-Bank1,fednova,ibm,0.0,0.0,0,0.05,HI-Large
10,2,IBM-Bank2,fednova,ibm,0.0,0.0,0,0.05,HI-Large
10,3,IBM-Bank3,fednova,ibm,0.0,0.2416226898067138,54392,0.05,HI-Large
15,0,IBM-Bank0,fednova,ibm,0.0,8.513319087712727e-06,1,0.05,HI-Large
15,1,IBM-Bank1,fednova,ibm,0.0,0.0,0,0.05,HI-Large
15,2,IBM-Bank2,fednova,ibm,0.0,0.0,0,0.05,HI-Large
15,3,IBM-Bank3,fednova,ibm,0.0,0.21193992076011017,54392,0.05,HI-Large
20,0,IBM-Bank0,fednova,ibm,0.0,8.650743531406524e-06,1,0.05,HI-Large
20,1,IBM-Bank1,fednova,ibm,0.0,0.0,0,0.05,HI-Large
20,2,IBM-Bank2,fednova,ibm,0.0,0.0,0,0.05,HI-Large
20,3,IBM-Bank3,fednova,ibm,0.0,0.22137724407197848,54392,0.05,HI-Large
5,0,IBM-Bank0,persfl,ibm,0.0,8.097034865832132e-06,1,0.05,HI-Large
5,1,IBM-Bank1,persfl,ibm,0.0,0.0,0,0.05,HI-Large
5,2,IBM-Bank2,persfl,ibm,0.0,0.0,0,0.05,HI-Large
5,3,IBM-Bank3,persfl,ibm,0.28160928457277623,0.8244722943820936,54392,0.05,HI-Large
10,0,IBM-Bank0,persfl,ibm,0.0,7.890293361107166e-06,1,0.05,HI-Large
10,1,IBM-Bank1,persfl,ibm,0.0,0.0,0,0.05,HI-Large
10,2,IBM-Bank2,persfl,ibm,0.0,0.0,0,0.05,HI-Large
10,3,IBM-Bank3,persfl,ibm,0.31845148011380836,0.8350033258242155,54392,0.05,HI-Large
15,0,IBM-Bank0,persfl,ibm,0.0,7.975435658172827e-06,1,0.05,HI-Large
15,1,IBM-Bank1,persfl,ibm,0.0,0.0,0,0.05,HI-Large
15,2,IBM-Bank2,persfl,ibm,0.0,0.0,0,0.05,HI-Large
15,3,IBM-Bank3,persfl,ibm,0.1780525913367242,0.8198641738817538,54392,0.05,HI-Large
20,0,IBM-Bank0,persfl,ibm,0.0,7.253946146703807e-06,1,0.05,HI-Large
20,1,IBM-Bank1,persfl,ibm,0.0,0.0,0,0.05,HI-Large
20,2,IBM-Bank2,persfl,ibm,0.0,0.0,0,0.05,HI-Large
20,3,IBM-Bank3,persfl,ibm,0.5926840901586214,0.8362025996930406,54392,0.05,HI-Large
5,0,IBM-Bank0,scaffold,ibm,0.0,8.851359126193827e-06,1,0.05,HI-Large
5,1,IBM-Bank1,scaffold,ibm,0.0,0.0,0,0.05,HI-Large
5,2,IBM-Bank2,scaffold,ibm,0.0,0.0,0,0.05,HI-Large
5,3,IBM-Bank3,scaffold,ibm,0.0,0.23358865255131656,54392,0.05,HI-Large
10,0,IBM-Bank0,scaffold,ibm,0.0,9.662862719709341e-06,1,0.05,HI-Large
10,1,IBM-Bank1,scaffold,ibm,0.0,0.0,0,0.05,HI-Large
10,2,IBM-Bank2,scaffold,ibm,0.0,0.0,0,0.05,HI-Large
10,3,IBM-Bank3,scaffold,ibm,0.0,0.21402655983787613,54392,0.05,HI-Large
15,0,IBM-Bank0,scaffold,ibm,0.0,9.319143384340112e-06,1,0.05,HI-Large
15,1,IBM-Bank1,scaffold,ibm,0.0,0.0,0,0.05,HI-Large
15,2,IBM-Bank2,scaffold,ibm,0.0,0.0,0,0.05,HI-Large
15,3,IBM-Bank3,scaffold,ibm,0.0,0.23421769674019655,54392,0.05,HI-Large
20,0,IBM-Bank0,scaffold,ibm,0.0,8.145445067118467e-06,1,0.05,HI-Large
20,1,IBM-Bank1,scaffold,ibm,0.0,0.0,0,0.05,HI-Large
20,2,IBM-Bank2,scaffold,ibm,0.0,0.0,0,0.05,HI-Large
