round,bank_id,bank_name,strategy,source,f1,auprc,n_test_fraud,alpha,dataset
5,0,IBM-Bank0,fedavg,ibm,0.34857849196538937,0.39969219924649807,4676,0.5,HI-Large
5,1,IBM-Bank1,fedavg,ibm,0.05695561513255883,0.0807844027060656,538,0.5,HI-Large
5,2,IBM-Bank2,fedavg,ibm,0.004935771688919825,0.0073829222423636735,42,0.5,HI-Large
5,3,IBM-Bank3,fedavg,ibm,0.8323974493195013,0.8459533927724442,49719,0.5,HI-Large
10,0,IBM-Bank0,fedavg,ibm,0.33693287449072423,0.3823156033195262,4676,0.5,HI-Large
10,1,IBM-Bank1,fedavg,ibm,0.05448303033714189,0.07658862755491279,538,0.5,HI-Large
10,2,IBM-Bank2,fedavg,ibm,0.004767864592645569,0.011147430448297968,42,0.5,HI-Large
10,3,IBM-Bank3,fedavg,ibm,0.832296854921162,0.8458398534684282,49719,0.5,HI-Large
15,0,IBM-Bank0,fedavg,ibm,0.33296780762904366,0.3964115743590315,4676,0.5,HI-Large
15,1,IBM-Bank1,fedavg,ibm,0.053390814127010446,0.08319935450990815,538,0.5,HI-Large
15,2,IBM-Bank2,fedavg,ibm,0.004542013626040878,0.01232886345173563,42,0.5,HI-Large
15,3,IBM-Bank3,fedavg,ibm,0.8300897015858792,0.846707711754563,49719,0.5,HI-Large
20,0,IBM-Bank0,fedavg,ibm,0.33337253518366067,0.393617476351671,4676,0.5,HI-Large
20,1,IBM-Bank1,fedavg,ibm,0.053696498054474705,0.08227661048190847,538,0.5,HI-Large
20,2,IBM-Bank2,fedavg,ibm,0.004704222039280254,0.010173786022446143,42,0.5,HI-Large
20,3,IBM-Bank3,fedavg,ibm,0.8302109704641351,0.8463452430676192,49719,0.5,HI-Large
5,0,IBM-Bank0,fedprox,ibm,0.3406663990365315,0.3776267239954149,4676,0.5,HI-Large
5,1,IBM-Bank1,fedprox,ibm,0.054935035331661726,0.0741498442294615,538,0.5,HI-Large
5,2,IBM-Bank2,fedprox,ibm,0.004830334500664171,0.006769914504754889,42,0.5,HI-Large
5,3,IBM-Bank3,fedprox,ibm,0.834379526798648,0.8468749017177876,49719,0.5,HI-Large
10,0,IBM-Bank0,fedprox,ibm,0.3337123142666719,0.39374880420669844,4676,0.5,HI-Large
10,1,IBM-Bank1,fedprox,ibm,0.054066130473637175,0.08206256756785735,538,0.5,HI-Large
10,2,IBM-Bank2,fedprox,ibm,0.004727014890096904,0.01164751224332579,42,0.5,HI-Large
10,3,IBM-Bank3,fedprox,ibm,0.8326097352850164,0.8484413486444864,49719,0.5,HI-Large
15,0,IBM-Bank0,fedprox,ibm,0.3428316647075514,0.39860536632521887,4676,0.5,HI-Large
15,1,IBM-Bank1,fedprox,ibm,0.05598882551507391,0.0863420961674127,538,0.5,HI-Large
15,2,IBM-Bank2,fedprox,ibm,0.004944375772558714,0.00958349226000553,42,0.5,HI-Large
15,3,IBM-Bank3,fedprox,ibm,0.8306098198583582,0.8491892910326787,49719,0.5,HI-Large
20,0,IBM-Bank0,fedprox,ibm,0.3402359739947026,0.3773549908596454,4676,0.5,HI-Large
20,1,IBM-Bank1,fedprox,ibm,0.05553635211429888,0.07368217661265257,538,0.5,HI-Large
20,2,IBM-Bank2,fedprox,ibm,0.004765687053216839,0.009086733732138924,42,0.5,HI-Large
20,3,IBM-Bank3,fedprox,ibm,0.8313154249856313,0.8465678814835123,49719,0.5,HI-Large
5,0,IBM-Bank0,fednova,ibm,0.34266526417994986,0.3807776004222776,4676,0.5,HI-Large
5,1,IBM-Bank1,fednova,ibm,0.05580318379160637,0.07827007232943388,538,0.5,HI-Large
5,2,IBM-Bank2,fednova,ibm,0.004917932009589968,0.009052870845797997,42,0.5,HI-Large
5,3,IBM-Bank3,fednova,ibm,0.8326980734127172,0.8452265496537741,49719,0.5,HI-Large
10,0,IBM-Bank0,fednova,ibm,0.338393421884883,0.388457045385917,4676,0.5,HI-Large
10,1,IBM-Bank1,fednova,ibm,0.05406309218593245,0.08029826022581937,538,0.5,HI-Large
10,2,IBM-Bank2,fednova,ibm,0.00472171398217553,0.008720927368365045,42,0.5,HI-Large
10,3,IBM-Bank3,fednova,ibm,0.8340905471611507,0.8513342132327891,49719,0.5,HI-Large
15,0,IBM-Bank0,fednova,ibm,0.34047169432279323,0.39845023936583635,4676,0.5,HI-Large
15,1,IBM-Bank1,fednova,ibm,0.055310115325032994,0.0832355782438728,538,0.5,HI-Large
15,2,IBM-Bank2,fednova,ibm,0.004865292221614061,0.015218668934041453,42,0.5,HI-Large
15,3,IBM-Bank3,fednova,ibm,0.831680172470853,0.8468242267264249,49719,0.5,HI-Large
20,0,IBM-Bank0,fednova,ibm,0.33410581719627636,0.38551728978808486,4676,0.5,HI-Large
20,1,IBM-Bank1,fednova,ibm,0.054017857142857145,0.07639169006024651,538,0.5,HI-Large
20,2,IBM-Bank2,fednova,ibm,0.004720878083323498,0.010839485045091286,42,0.5,HI-Large
20,3,IBM-Bank3,fednova,ibm,0.8322289409983458,0.8502407954848675,49719,0.5,HI-Large
5,0,IBM-Bank0,persfl,ibm,0.3504273504273504,0.41367244685547905,4676,0.5,HI-Large
5,1,IBM-Bank1,persfl,ibm,0.05952601942949075,0.08494424859383852,538,0.5,HI-Large
5,2,IBM-Bank2,persfl,ibm,0.004126984126984127,0.0035175287762976067,42,0.5,HI-Large
5,3,IBM-Bank3,persfl,ibm,0.8397417189552021,0.8613063327215846,49719,0.5,HI-Large
10,0,IBM-Bank0,persfl,ibm,0.35539175086963726,0.41758294097304044,4676,0.5,HI-Large
10,1,IBM-Bank1,persfl,ibm,0.057917141315426586,0.08310060329334983,538,0.5,HI-Large
10,2,IBM-Bank2,persfl,ibm,0.004753199268738574,0.003820199516926196,42,0.5,HI-Large
10,3,IBM-Bank3,persfl,ibm,0.8397372198299657,0.8606850197991068,49719,0.5,HI-Large
15,0,IBM-Bank0,persfl,ibm,0.33876400093992326,0.4122410342073907,4676,0.5,HI-Large
15,1,IBM-Bank1,persfl,ibm,0.05725122977538079,0.09285809839689484,538,0.5,HI-Large
15,2,IBM-Bank2,persfl,ibm,0.0037704838787644412,0.00324828831489335,42,0.5,HI-Large
15,3,IBM-Bank3,persfl,ibm,0.8410171972191731,0.861177012255185,49719,0.5,HI-Large
20,0,IBM-Bank0,persfl,ibm,0.3523922563745754,0.40833722730444644,4676,0.5,HI-Large
20,1,IBM-Bank1,persfl,ibm,0.057166676591436906,0.08961511110945673,538,0.5,HI-Large
20,2,IBM-Bank2,persfl,ibm,0.004281009879253567,0.0037648962046147806,42,0.5,HI-Large
20,3,IBM-Bank3,persfl,ibm,0.8434382124101267,0.8609000087223927,49719,0.5,HI-Large
5,0,IBM-Bank0,scaffold,ibm,0.33769529701007217,0.37204332215111746,4676,0.5,HI-Large
