round,bank_id,bank_name,strategy,source,f1,auprc,n_test_fraud,alpha,dataset
5,0,IBM-Bank0,fedavg,ibm,0.030518503140084082,0.06511396939975289,321,0.5,HI-Small
5,1,IBM-Bank1,fedavg,ibm,0.0,8.02845283685381e-06,1,0.5,HI-Small
5,2,IBM-Bank2,fedavg,ibm,0.027118291859317366,0.04412983788818918,287,0.5,HI-Small
5,3,IBM-Bank3,fedavg,ibm,0.08506662732949796,0.11823383268917394,952,0.5,HI-Small
10,0,IBM-Bank0,fedavg,ibm,0.030133360480504936,0.06622941478714997,321,0.5,HI-Small
10,1,IBM-Bank1,fedavg,ibm,0.0,8.261117398739353e-06,1,0.5,HI-Small
10,2,IBM-Bank2,fedavg,ibm,0.026816212082589854,0.0476881967089728,287,0.5,HI-Small
10,3,IBM-Bank3,fedavg,ibm,0.08385542168674699,0.11951229991852998,952,0.5,HI-Small
15,0,IBM-Bank0,fedavg,ibm,0.03540357660705655,0.06631627602943282,321,0.5,HI-Small
15,1,IBM-Bank1,fedavg,ibm,0.0,7.070935626202059e-06,1,0.5,HI-Small
15,2,IBM-Bank2,fedavg,ibm,0.03125189267760887,0.046050745520323115,287,0.5,HI-Small
15,3,IBM-Bank3,fedavg,ibm,0.09701026833834459,0.12637934645184226,952,0.5,HI-Small
20,0,IBM-Bank0,fedavg,ibm,0.03074831354912932,0.04290083418886125,321,0.5,HI-Small
20,1,IBM-Bank1,fedavg,ibm,0.0,7.198594834288347e-06,1,0.5,HI-Small
20,2,IBM-Bank2,fedavg,ibm,0.027045442633261703,0.036075830409047674,287,0.5,HI-Small
20,3,IBM-Bank3,fedavg,ibm,0.0853712761227212,0.10931234524936777,952,0.5,HI-Small
5,0,IBM-Bank0,fedprox,ibm,0.03048811784632757,0.06130852863851678,321,0.5,HI-Small
5,1,IBM-Bank1,fedprox,ibm,0.0,7.69047381009144e-06,1,0.5,HI-Small
5,2,IBM-Bank2,fedprox,ibm,0.02688504326328801,0.04552720616952438,287,0.5,HI-Small
5,3,IBM-Bank3,fedprox,ibm,0.08450019447685725,0.11576933469932597,952,0.5,HI-Small
10,0,IBM-Bank0,fedprox,ibm,0.03207619464666922,0.06118180819794222,321,0.5,HI-Small
10,1,IBM-Bank1,fedprox,ibm,0.0,7.290489556373711e-06,1,0.5,HI-Small
10,2,IBM-Bank2,fedprox,ibm,0.02844747103080894,0.044332879317442175,287,0.5,HI-Small
10,3,IBM-Bank3,fedprox,ibm,0.08910942264950639,0.11944140479988818,952,0.5,HI-Small
15,0,IBM-Bank0,fedprox,ibm,0.029537543510691197,0.06366534722270192,321,0.5,HI-Small
15,1,IBM-Bank1,fedprox,ibm,0.0,7.969969156219366e-06,1,0.5,HI-Small
15,2,IBM-Bank2,fedprox,ibm,0.026186090506297607,0.045170061164727604,287,0.5,HI-Small
15,3,IBM-Bank3,fedprox,ibm,0.08225639090651825,0.12094539984642474,952,0.5,HI-Small
20,0,IBM-Bank0,fedprox,ibm,0.02652733118971061,0.05037688634606381,321,0.5,HI-Small
20,1,IBM-Bank1,fedprox,ibm,0.0,6.745772087344257e-06,1,0.5,HI-Small
20,2,IBM-Bank2,fedprox,ibm,0.023291994488153975,0.04202163519447948,287,0.5,HI-Small
20,3,IBM-Bank3,fedprox,ibm,0.07402382668419044,0.11946859481430214,952,0.5,HI-Small
5,0,IBM-Bank0,fednova,ibm,0.038926081855200495,0.050679680770705636,321,0.5,HI-Small
5,1,IBM-Bank1,fednova,ibm,0.0,7.637960664502578e-06,1,0.5,HI-Small
5,2,IBM-Bank2,fednova,ibm,0.033351785220038746,0.03159133393833498,287,0.5,HI-Small
5,3,IBM-Bank3,fednova,ibm,0.10449011144752947,0.10451222922469974,952,0.5,HI-Small
10,0,IBM-Bank0,fednova,ibm,0.036811553164377744,0.05874394105169979,321,0.5,HI-Small
10,1,IBM-Bank1,fednova,ibm,0.0,8.14451629717711e-06,1,0.5,HI-Small
10,2,IBM-Bank2,fednova,ibm,0.032210003547357216,0.04326274496209218,287,0.5,HI-Small
10,3,IBM-Bank3,fednova,ibm,0.10005963819495063,0.10849702363732863,952,0.5,HI-Small
15,0,IBM-Bank0,fednova,ibm,0.03916344744904755,0.022360160111116485,321,0.5,HI-Small
15,1,IBM-Bank1,fednova,ibm,0.0,7.937263866399974e-06,1,0.5,HI-Small
15,2,IBM-Bank2,fednova,ibm,0.03454277681081805,0.02012293161370219,287,0.5,HI-Small
15,3,IBM-Bank3,fednova,ibm,0.10418695228821812,0.07033249864435999,952,0.5,HI-Small
20,0,IBM-Bank0,fednova,ibm,0.04011843079200592,0.0335780933661878,321,0.5,HI-Small
20,1,IBM-Bank1,fednova,ibm,0.0,7.32589998681338e-06,1,0.5,HI-Small
20,2,IBM-Bank2,fednova,ibm,0.03517625231910946,0.028914866840653693,287,0.5,HI-Small
20,3,IBM-Bank3,fednova,ibm,0.10804089527493783,0.09044685820990477,952,0.5,HI-Small
5,0,IBM-Bank0,persfl,ibm,0.027047054464616523,0.05997410461548851,321,0.5,HI-Small
5,1,IBM-Bank1,persfl,ibm,0.0,1.5039403236479576e-05,1,0.5,HI-Small
