round,bank_id,bank_name,strategy,source,f1,auprc,n_test_fraud,alpha,dataset
5,0,IBM-Bank0,fedavg,ibm,0.0,0.0,0,0.1,LI-Small
5,1,IBM-Bank1,fedavg,ibm,0.017187915300788517,0.00919868790242266,187,0.1,LI-Small
5,2,IBM-Bank2,fedavg,ibm,0.0,0.0,0,0.1,LI-Small
5,3,IBM-Bank3,fedavg,ibm,0.047058823529411764,0.019755143283702353,563,0.1,LI-Small
10,0,IBM-Bank0,fedavg,ibm,0.0,0.0,0,0.1,LI-Small
10,1,IBM-Bank1,fedavg,ibm,0.019621583742116328,0.007271411079618791,187,0.1,LI-Small
10,2,IBM-Bank2,fedavg,ibm,0.0,0.0,0,0.1,LI-Small
10,3,IBM-Bank3,fedavg,ibm,0.046965437406978665,0.01738895105564572,563,0.1,LI-Small
15,0,IBM-Bank0,fedavg,ibm,0.0,0.0,0,0.1,LI-Small
15,1,IBM-Bank1,fedavg,ibm,0.016195443315948393,0.008076906029994724,187,0.1,LI-Small
15,2,IBM-Bank2,fedavg,ibm,0.0,0.0,0,0.1,LI-Small
15,3,IBM-Bank3,fedavg,ibm,0.04388795662837227,0.01909520232596455,563,0.1,LI-Small
20,0,IBM-Bank0,fedavg,ibm,0.0,0.0,0,0.1,LI-Small
20,1,IBM-Bank1,fedavg,ibm,0.017802993250513547,0.01214025921496714,187,0.1,LI-Small
20,2,IBM-Bank2,fedavg,ibm,0.0,0.0,0,0.1,LI-Small
20,3,IBM-Bank3,fedavg,ibm,0.04864864864864865,0.01998247232233295,563,0.1,LI-Small
5,0,IBM-Bank0,fedprox,ibm,0.0,0.0,0,0.1,LI-Small
5,1,IBM-Bank1,fedprox,ibm,0.017584097859327217,0.007482013898197512,187,0.1,LI-Small
5,2,IBM-Bank2,fedprox,ibm,0.0,0.0,0,0.1,LI-Small
5,3,IBM-Bank3,fedprox,ibm,0.04643743353420773,0.01775189562511098,563,0.1,LI-Small
10,0,IBM-Bank0,fedprox,ibm,0.0,0.0,0,0.1,LI-Small
10,1,IBM-Bank1,fedprox,ibm,0.018547959724430314,0.006889690150633504,187,0.1,LI-Small
10,2,IBM-Bank2,fedprox,ibm,0.0,0.0,0,0.1,LI-Small
10,3,IBM-Bank3,fedprox,ibm,0.04541015625,0.018005656184839094,563,0.1,LI-Small
15,0,IBM-Bank0,fedprox,ibm,0.0,0.0,0,0.1,LI-Small
15,1,IBM-Bank1,fedprox,ibm,0.015432843019049916,0.006077108184434713,187,0.1,LI-Small
15,2,IBM-Bank2,fedprox,ibm,0.0,0.0,0,0.1,LI-Small
15,3,IBM-Bank3,fedprox,ibm,0.04359178113293223,0.018324614320198343,563,0.1,LI-Small
20,0,IBM-Bank0,fedprox,ibm,0.0,0.0,0,0.1,LI-Small
20,1,IBM-Bank1,fedprox,ibm,0.016829170562308,0.009725378095544433,187,0.1,LI-Small
20,2,IBM-Bank2,fedprox,ibm,0.0,0.0,0,0.1,LI-Small
20,3,IBM-Bank3,fedprox,ibm,0.050843191542914674,0.022768398175138108,563,0.1,LI-Small
5,0,IBM-Bank0,fednova,ibm,0.0,0.0,0,0.1,LI-Small
5,1,IBM-Bank1,fednova,ibm,0.0,0.010490027679978323,187,0.1,LI-Small
5,2,IBM-Bank2,fednova,ibm,0.0,0.0,0,0.1,LI-Small
5,3,IBM-Bank3,fednova,ibm,0.0,0.019161857917625758,563,0.1,LI-Small
10,0,IBM-Bank0,fednova,ibm,0.0,0.0,0,0.1,LI-Small
10,1,IBM-Bank1,fednova,ibm,0.0,0.006820767827261336,187,0.1,LI-Small
10,2,IBM-Bank2,fednova,ibm,0.0,0.0,0,0.1,LI-Small
10,3,IBM-Bank3,fednova,ibm,0.0,0.015298049993419265,563,0.1,LI-Small
15,0,IBM-Bank0,fednova,ibm,0.0,0.0,0,0.1,LI-Small
15,1,IBM-Bank1,fednova,ibm,0.0,0.006211076952597273,187,0.1,LI-Small
15,2,IBM-Bank2,fednova,ibm,0.0,0.0,0,0.1,LI-Small
15,3,IBM-Bank3,fednova,ibm,0.0,0.015283166589749136,563,0.1,LI-Small
