iter	PRAUC	Logloss
82	0.9696327503	0.2067026768
83	0.9696792567	0.2064330728
84	0.9697004831	0.2063040495
85	0.969722685	0.2061646755
86	0.9697520864	0.2060006565
87	0.9698440406	0.2057433045
88	0.9699105203	0.2053514184
89	0.9699563083	0.2050773813
90	0.9699893323	0.2048273674
91	0.9700167641	0.2046293893
92	0.9700448994	0.2044339897
93	0.9700561502	0.2042980779
94	0.9701059306	0.2040970024
95	0.9701538332	0.2035664678
96	0.9701880133	0.2033724738
97	0.9702372287	0.2031362999
98	0.9702974694	0.2028091875
99	0.9703545918	0.2024025169
100	0.970408108	0.2021388601
101	0.970447917	0.2019980982
102	0.9705063601	0.2016348616
103	0.9705292019	0.2015178533
104	0.9706129514	0.2013738423
105	0.9706375882	0.2012357927
106	0.9706752076	0.2010768246
107	0.9707330817	0.2008974046
108	0.9707869605	0.2007761477
109	0.9708136306	0.2006392186
110	0.9708481456	0.2004215615
111	0.9709194665	0.2001878628
112	0.9709569271	0.1999385296
113	0.9709696521	0.1998503259
114	0.9710362049	0.1996174939
115	0.9710489677	0.1995184856
116	0.9710673218	0.1993864178
117	0.971086375	0.199241955
118	0.9710915391	0.1991994566
119	0.971153146	0.1989875906
120	0.9711744677	0.1989032267
121	0.9712096924	0.1987592163
122	0.9712369975	0.1986080356
123	0.9712505408	0.1985062918
124	0.971336526	0.1983191859
125	0.9713557147	0.1981383988
126	0.9713902962	0.1979707361
127	0.9714567552	0.1978080329
128	0.971607185	0.1976088731
129	0.9716182282	0.1975532758
130	0.9717554022	0.1973594095
131	0.9718160618	0.1971683329
132	0.9718400348	0.1970073147
133	0.971896186	0.1967802748
134	0.9719837238	0.1966463663
135	0.9719902759	0.1965842324
136	0.9720380842	0.1963367213
137	0.9720859092	0.1961010454
138	0.9721361823	0.1959983204
139	0.9721568599	0.1959001733
140	0.9721729778	0.1957407081
141	0.9721844664	0.1956478885
142	0.97224234	0.1954153393
143	0.9722914171	0.1952212966
144	0.972320424	0.1951245313
145	0.9723219681	0.1951047205
146	0.9723569155	0.1949871777
147	0.9723808747	0.1948791216
148	0.9723887697	0.1948262345
149	0.9723958232	0.1947760681
150	0.9724164085	0.1946363994
151	0.9725375676	0.1944575488
152	0.9725525763	0.1943500204
153	0.9725662811	0.1942356127
154	0.9725792254	0.1941661951
155	0.9725934417	0.1940855742
156	0.9726159536	0.1940112401
157	0.9726537674	0.1939113631
158	0.9726674241	0.1938313885
159	0.9726817783	0.1936549176
160	0.9727084184	0.1935517601
161	0.9727423156	0.193484143
162	0.9727469892	0.1933192476
163	0.9727627784	0.193205009
164	0.9727934996	0.1930807585
165	0.9728105917	0.1929830432
166	0.9728345526	0.1928533753
167	0.9728405447	0.1928060781
168	0.9728826147	0.1926553564
169	0.972922322	0.1925347747
170	0.9729408914	0.1924581505
171	0.9729683996	0.1923086177
172	0.9729818152	0.1922667183
173	0.9730008719	0.1921105243
174	0.9730497589	0.1919492448
175	0.9730637041	0.1917671475
176	0.9730741653	0.191729176
177	0.9730858143	0.1916513038
178	0.9731001677	0.1915407912
179	0.973112416	0.1914175005
180	0.9731295128	0.1912769333
181	0.9731476697	0.1911548487
182	0.9731660215	0.1911028844
183	0.9731886503	0.1910570653
184	0.9732016667	0.1910105248
185	0.9732203719	0.1908869099
186	0.9732505695	0.1907958518
187	0.9732921075	0.1907433113
188	0.9732935148	0.1907275719
189	0.9733164702	0.1906462718
190	0.9733619031	0.1905977704
191	0.9734029548	0.190401275
192	0.9734090064	0.1903565276
193	0.9734243857	0.1901436055
194	0.9734507225	0.1899815924
195	0.9734582858	0.1899365674
196	0.9734978836	0.1898601554
197	0.9735576852	0.1896971037
198	0.9735825256	0.1895933707
199	0.9735895204	0.1895350848
