strategy,round,bank,auprc,alpha
fedprox,2,PaySim-Bank4,0.7431927421043079,0.05
fedprox,3,PaySim-Bank0,0.43917850657052354,0.05
fedprox,3,PaySim-Bank1,0.8815576969036408,0.05
fedprox,3,PaySim-Bank4,0.5638796243072614,0.05
fedprox,4,PaySim-Bank0,0.5796932624044285,0.05
fedprox,4,PaySim-Bank1,0.8890372309115477,0.05
fedprox,4,PaySim-Bank4,0.650077019874027,0.05
fedprox,5,PaySim-Bank0,0.43361254067029303,0.05
fedprox,5,PaySim-Bank1,0.8709444923763857,0.05
fedprox,5,PaySim-Bank4,0.5193647368063519,0.05
fedprox,6,PaySim-Bank0,0.6415647042465162,0.05
fedprox,6,PaySim-Bank1,0.8924240026162873,0.05
fedprox,6,PaySim-Bank4,0.764718449712873,0.05
fedprox,7,PaySim-Bank0,0.43319065509719107,0.05
fedprox,7,PaySim-Bank1,0.9004121912759696,0.05
fedprox,7,PaySim-Bank4,0.4493366620826146,0.05
fedprox,8,PaySim-Bank0,0.43568150832684094,0.05
fedprox,8,PaySim-Bank1,0.8647100814928269,0.05
fedprox,8,PaySim-Bank4,0.6604240465897407,0.05
fedprox,9,PaySim-Bank0,0.45851902401321665,0.05
fedprox,9,PaySim-Bank1,0.8937651315679882,0.05
fedprox,9,PaySim-Bank4,0.5615137688532557,0.05
fedprox,10,PaySim-Bank0,0.7184712808723892,0.05
fedprox,10,PaySim-Bank1,0.8706705106904745,0.05
fedprox,10,PaySim-Bank4,0.8318349027829762,0.05
fedprox,11,PaySim-Bank0,0.6051444963190814,0.05
fedprox,11,PaySim-Bank1,0.8888954416387714,0.05
fedprox,11,PaySim-Bank4,0.7528316030231595,0.05
fedprox,12,PaySim-Bank0,0.4383971833195251,0.05
fedprox,12,PaySim-Bank1,0.8600477000915093,0.05
fedprox,12,PaySim-Bank4,0.4764707141164117,0.05
fedprox,13,PaySim-Bank0,0.4426059852176356,0.05
fedprox,13,PaySim-Bank1,0.8745358505401796,0.05
fedprox,13,PaySim-Bank4,0.4630290533496144,0.05
fedprox,14,PaySim-Bank0,0.637502902974393,0.05
fedprox,14,PaySim-Bank1,0.8831007132940283,0.05
fedprox,14,PaySim-Bank4,0.7614684815793152,0.05
fedprox,15,PaySim-Bank0,0.43355922575189876,0.05
fedprox,15,PaySim-Bank1,0.8687221734058644,0.05
fedprox,15,PaySim-Bank4,0.5401037566387641,0.05
fedprox,16,PaySim-Bank0,0.4644496983832569,0.05
fedprox,16,PaySim-Bank1,0.8619163844384482,0.05
fedprox,16,PaySim-Bank4,0.6203787082217942,0.05
fedprox,17,PaySim-Bank0,0.1916618798202767,0.05
fedprox,17,PaySim-Bank1,0.8225944466550001,0.05
fedprox,17,PaySim-Bank4,0.1888944561670184,0.05
fedprox,18,PaySim-Bank0,0.4365266246985615,0.05
fedprox,18,PaySim-Bank1,0.8613599985010654,0.05
fedprox,18,PaySim-Bank4,0.45336335743560896,0.05
fedprox,19,PaySim-Bank0,0.42772754418380027,0.05
fedprox,19,PaySim-Bank1,0.8437290755096996,0.05
fedprox,19,PaySim-Bank4,0.3873482209699876,0.05
fedprox,20,PaySim-Bank0,0.4381391380232081,0.05
fedprox,20,PaySim-Bank1,0.8805869601040077,0.05
fedprox,20,PaySim-Bank4,0.5891284161018984,0.05
fednova,1,PaySim-Bank0,0.7716818995124886,0.05
fednova,1,PaySim-Bank1,0.8771501012640458,0.05
fednova,1,PaySim-Bank4,0.8461322435411414,0.05
fednova,2,PaySim-Bank0,0.4333492108565621,0.05
fednova,2,PaySim-Bank1,0.8411223835991919,0.05
fednova,2,PaySim-Bank4,0.4039207353829192,0.05
fednova,3,PaySim-Bank0,0.43572513226240117,0.05
fednova,3,PaySim-Bank1,0.9050848471593361,0.05
fednova,3,PaySim-Bank4,0.5012712892740161,0.05
fednova,4,PaySim-Bank0,0.5097717366298176,0.05
fednova,4,PaySim-Bank1,0.8958783557785123,0.05
fednova,4,PaySim-Bank4,0.6226343634651026,0.05
fednova,5,PaySim-Bank0,0.6374407677106761,0.05
fednova,5,PaySim-Bank1,0.8791103084897337,0.05
fednova,5,PaySim-Bank4,0.7018876220097071,0.05
fednova,6,PaySim-Bank0,0.4665588725309023,0.05
fednova,6,PaySim-Bank1,0.8616488863496523,0.05
fednova,6,PaySim-Bank4,0.5494452841597346,0.05
fednova,7,PaySim-Bank0,0.605268574745494,0.05
fednova,7,PaySim-Bank1,0.7954631500397653,0.05
fednova,7,PaySim-Bank4,0.6832472168916002,0.05
fednova,8,PaySim-Bank0,0.4576454298081507,0.05
fednova,8,PaySim-Bank1,0.8704842219730562,0.05
fednova,8,PaySim-Bank4,0.6019810943454826,0.05
fednova,9,PaySim-Bank0,0.5221773065195782,0.05
fednova,9,PaySim-Bank1,0.8577893294707681,0.05
fednova,9,PaySim-Bank4,0.6696489448585574,0.05
fednova,10,PaySim-Bank0,0.459841071344209,0.05
fednova,10,PaySim-Bank1,0.8575829331090554,0.05
fednova,10,PaySim-Bank4,0.6123934456236172,0.05
fednova,11,PaySim-Bank0,0.510916152930449,0.05
fednova,11,PaySim-Bank1,0.8715556943081954,0.05
fednova,11,PaySim-Bank4,0.6835030290347336,0.05
fednova,12,PaySim-Bank0,0.7646697501517175,0.05
fednova,12,PaySim-Bank1,0.8698302810359817,0.05
fednova,12,PaySim-Bank4,0.8309970621374781,0.05
fednova,13,PaySim-Bank0,0.42253605946843065,0.05
fednova,13,PaySim-Bank1,0.8527381546883294,0.05
fednova,13,PaySim-Bank4,0.5065132115110892,0.05
fednova,14,PaySim-Bank0,0.6913179745143674,0.05
fednova,14,PaySim-Bank1,0.8358448639075854,0.05
fednova,14,PaySim-Bank4,0.7902823735979851,0.05
fednova,15,PaySim-Bank0,0.4109271631536424,0.05
fednova,15,PaySim-Bank1,0.8976077427397283,0.05
fednova,15,PaySim-Bank4,0.6278104895849103,0.05
fednova,16,PaySim-Bank0,0.5181978985039876,0.05
fednova,16,PaySim-Bank1,0.8336338593248578,0.05
fednova,16,PaySim-Bank4,0.7084650146094098,0.05
fednova,17,PaySim-Bank0,0.4929307301595464,0.05
fednova,17,PaySim-Bank1,0.8800499886643027,0.05
fednova,17,PaySim-Bank4,0.638493849282863,0.05
fednova,18,PaySim-Bank0,0.5673918077344237,0.05
fednova,18,PaySim-Bank1,0.8391536723069566,0.05
fednova,18,PaySim-Bank4,0.6857784524412014,0.05
fednova,19,PaySim-Bank0,0.7669126889478125,0.05
fednova,19,PaySim-Bank1,0.8664103705891222,0.05
fednova,19,PaySim-Bank4,0.836093536547353,0.05
fednova,20,PaySim-Bank0,0.6775781958280516,0.05
fednova,20,PaySim-Bank1,0.8948128191636086,0.05
fednova,20,PaySim-Bank4,0.7964862992874558,0.05
persfl,1,PaySim-Bank0,0.9062940573252565,0.05
persfl,1,PaySim-Bank1,0.944711859313621,0.05
persfl,1,PaySim-Bank4,0.9054299602939041,0.05
persfl,2,PaySim-Bank0,0.9046617491464257,0.05
persfl,2,PaySim-Bank1,0.9383135694799565,0.05
persfl,2,PaySim-Bank4,0.9036244400524216,0.05
persfl,3,PaySim-Bank0,0.9060627447724222,0.05
persfl,3,PaySim-Bank1,0.9575924394600986,0.05
persfl,3,PaySim-Bank4,0.896365885738454,0.05
persfl,4,PaySim-Bank0,0.8902097103267401,0.05
persfl,4,PaySim-Bank1,0.8913487820444357,0.05
persfl,4,PaySim-Bank4,0.9191713814953747,0.05
persfl,5,PaySim-Bank0,0.894738198309627,0.05
persfl,5,PaySim-Bank1,0.9720183453808258,0.05
persfl,5,PaySim-Bank4,0.9000238733784053,0.05
persfl,6,PaySim-Bank0,0.8949512547073522,0.05
persfl,6,PaySim-Bank1,0.9478644640484954,0.05
persfl,6,PaySim-Bank4,0.9181306317155344,0.05
persfl,7,PaySim-Bank0,0.9059690214696632,0.05
persfl,7,PaySim-Bank1,0.9579365238203783,0.05
persfl,7,PaySim-Bank4,0.9124442083233999,0.05
persfl,8,PaySim-Bank0,0.8869334424558305,0.05
persfl,8,PaySim-Bank1,0.9333624727804202,0.05
persfl,8,PaySim-Bank4,0.9081278879864603,0.05
persfl,9,PaySim-Bank0,0.8904883821359106,0.05
persfl,9,PaySim-Bank1,0.9365850653820682,0.05
persfl,9,PaySim-Bank4,0.9016712643015692,0.05
persfl,10,PaySim-Bank0,0.8966636587158479,0.05
persfl,10,PaySim-Bank1,0.9494473424606162,0.05
persfl,10,PaySim-Bank4,0.8973903082468421,0.05
persfl,11,PaySim-Bank0,0.7690581124283026,0.05
persfl,11,PaySim-Bank1,0.9608805229534323,0.05
persfl,11,PaySim-Bank4,0.9086773212737354,0.05
persfl,12,PaySim-Bank0,0.8942901565090471,0.05
persfl,12,PaySim-Bank1,0.9532383364513648,0.05
persfl,12,PaySim-Bank4,0.9011860073790056,0.05
persfl,13,PaySim-Bank0,0.8836961165404765,0.05
persfl,13,PaySim-Bank1,0.9584993579813519,0.05
persfl,13,PaySim-Bank4,0.8856552357193875,0.05
persfl,14,PaySim-Bank0,0.8783462445503467,0.05
persfl,14,PaySim-Bank1,0.9484557335101125,0.05
persfl,14,PaySim-Bank4,0.9131855639571422,0.05
persfl,15,PaySim-Bank0,0.8737182042425471,0.05
persfl,15,PaySim-Bank1,0.948916829960609,0.05
persfl,15,PaySim-Bank4,0.8943033453828534,0.05
persfl,16,PaySim-Bank0,0.8968120329962436,0.05
persfl,16,PaySim-Bank1,0.9630356919145547,0.05
persfl,16,PaySim-Bank4,0.8893419757608001,0.05
persfl,17,PaySim-Bank0,0.8721943348359248,0.05
persfl,17,PaySim-Bank1,0.9671898671319765,0.05
persfl,17,PaySim-Bank4,0.9167886463443045,0.05
persfl,18,PaySim-Bank0,0.9025696525696525,0.05
persfl,18,PaySim-Bank1,0.9604707701972004,0.05
persfl,18,PaySim-Bank4,0.9020436451111755,0.05
persfl,19,PaySim-Bank0,0.900926904978327,0.05
persfl,19,PaySim-Bank1,0.9577271389343064,0.05
persfl,19,PaySim-Bank4,0.8977717897849365,0.05
persfl,20,PaySim-Bank0,0.8977542328004584,0.05
persfl,20,PaySim-Bank1,0.953015507872056,0.05
persfl,20,PaySim-Bank4,0.909897140491633,0.05
