strategy,round,bank,auprc,alpha
fedavg,12,PaySim-Bank3,0.7916128498631516,0.5
fedavg,12,PaySim-Bank4,0.8632520938154719,0.5
fedavg,13,PaySim-Bank0,0.8723451932146715,0.5
fedavg,13,PaySim-Bank1,0.8431799908110864,0.5
fedavg,13,PaySim-Bank2,0.5029998257546449,0.5
fedavg,13,PaySim-Bank3,0.7955684055681254,0.5
fedavg,13,PaySim-Bank4,0.8672562435020477,0.5
fedavg,14,PaySim-Bank0,0.8751280324242509,0.5
fedavg,14,PaySim-Bank1,0.8434711929836362,0.5
fedavg,14,PaySim-Bank2,0.5021156076501431,0.5
fedavg,14,PaySim-Bank3,0.7994556608266032,0.5
fedavg,14,PaySim-Bank4,0.8666641223288841,0.5
fedavg,15,PaySim-Bank0,0.8797830326479732,0.5
fedavg,15,PaySim-Bank1,0.8637173637691462,0.5
fedavg,15,PaySim-Bank2,0.5019141304712554,0.5
fedavg,15,PaySim-Bank3,0.7922410671188029,0.5
fedavg,15,PaySim-Bank4,0.8764786418189978,0.5
fedavg,16,PaySim-Bank0,0.8680383667339759,0.5
fedavg,16,PaySim-Bank1,0.8549204669566842,0.5
fedavg,16,PaySim-Bank2,0.501825308980553,0.5
fedavg,16,PaySim-Bank3,0.7841245989126948,0.5
fedavg,16,PaySim-Bank4,0.8619146317952617,0.5
fedavg,17,PaySim-Bank0,0.8813916025510765,0.5
fedavg,17,PaySim-Bank1,0.8559290590632408,0.5
fedavg,17,PaySim-Bank2,0.5019179320318149,0.5
fedavg,17,PaySim-Bank3,0.7905675191998978,0.5
fedavg,17,PaySim-Bank4,0.8753360712017867,0.5
fedavg,18,PaySim-Bank0,0.8815164575212063,0.5
fedavg,18,PaySim-Bank1,0.8429283771166018,0.5
fedavg,18,PaySim-Bank2,0.5032473491380803,0.5
fedavg,18,PaySim-Bank3,0.8189188636595669,0.5
fedavg,18,PaySim-Bank4,0.8778817237124836,0.5
fedavg,19,PaySim-Bank0,0.8654618075444549,0.5
fedavg,19,PaySim-Bank1,0.8297226042066963,0.5
fedavg,19,PaySim-Bank2,0.502358628691906,0.5
fedavg,19,PaySim-Bank3,0.8210948982357437,0.5
fedavg,19,PaySim-Bank4,0.8670071191677499,0.5
fedavg,20,PaySim-Bank0,0.8600953552576686,0.5
fedavg,20,PaySim-Bank1,0.8309495766259816,0.5
fedavg,20,PaySim-Bank2,0.5026259502465873,0.5
fedavg,20,PaySim-Bank3,0.802138747243075,0.5
fedavg,20,PaySim-Bank4,0.8565027971232959,0.5
fedprox,1,PaySim-Bank0,0.8543993392373115,0.5
fedprox,1,PaySim-Bank1,0.8368952270052173,0.5
fedprox,1,PaySim-Bank2,0.501890731661545,0.5
fedprox,1,PaySim-Bank3,0.7894613945271367,0.5
fedprox,1,PaySim-Bank4,0.8495117047103913,0.5
fedprox,2,PaySim-Bank0,0.8814512402881236,0.5
fedprox,2,PaySim-Bank1,0.8761684803804104,0.5
fedprox,2,PaySim-Bank2,0.5013631773711034,0.5
fedprox,2,PaySim-Bank3,0.8021659833798246,0.5
fedprox,2,PaySim-Bank4,0.8742292231549837,0.5
fedprox,3,PaySim-Bank0,0.8808558059754735,0.5
fedprox,3,PaySim-Bank1,0.8604280436256133,0.5
fedprox,3,PaySim-Bank2,0.5021436154695202,0.5
fedprox,3,PaySim-Bank3,0.8057730755439342,0.5
fedprox,3,PaySim-Bank4,0.8844840540209516,0.5
fedprox,4,PaySim-Bank0,0.8670262286674121,0.5
fedprox,4,PaySim-Bank1,0.8467606363388058,0.5
fedprox,4,PaySim-Bank2,0.5015767599033102,0.5
fedprox,4,PaySim-Bank3,0.7803491680868503,0.5
fedprox,4,PaySim-Bank4,0.8584303675901293,0.5
fedprox,5,PaySim-Bank0,0.8585028843266147,0.5
fedprox,5,PaySim-Bank1,0.8265821058149943,0.5
fedprox,5,PaySim-Bank2,0.5035133300469522,0.5
fedprox,5,PaySim-Bank3,0.7930084091859124,0.5
fedprox,5,PaySim-Bank4,0.851601453226141,0.5
fedprox,6,PaySim-Bank0,0.866764473524371,0.5
fedprox,6,PaySim-Bank1,0.8362381249519482,0.5
fedprox,6,PaySim-Bank2,0.5031870255763183,0.5
fedprox,6,PaySim-Bank3,0.8127023655207882,0.5
fedprox,6,PaySim-Bank4,0.857345676070746,0.5
fedprox,7,PaySim-Bank0,0.8748017414249314,0.5
fedprox,7,PaySim-Bank1,0.8568698743447091,0.5
fedprox,7,PaySim-Bank2,0.5017108646040963,0.5
fedprox,7,PaySim-Bank3,0.7837911024266754,0.5
fedprox,7,PaySim-Bank4,0.866012326844892,0.5
fedprox,8,PaySim-Bank0,0.8841928193431435,0.5
fedprox,8,PaySim-Bank1,0.8397500680539309,0.5
fedprox,8,PaySim-Bank2,0.5020059746198574,0.5
fedprox,8,PaySim-Bank3,0.8269585125348697,0.5
fedprox,8,PaySim-Bank4,0.878988391792284,0.5
fedprox,9,PaySim-Bank0,0.8833769226454533,0.5
fedprox,9,PaySim-Bank1,0.8528603023410136,0.5
fedprox,9,PaySim-Bank2,0.502179317797788,0.5
fedprox,9,PaySim-Bank3,0.8000210633950715,0.5
fedprox,9,PaySim-Bank4,0.8819135930872879,0.5
fedprox,10,PaySim-Bank0,0.8775076481724648,0.5
fedprox,10,PaySim-Bank1,0.8677902562031764,0.5
fedprox,10,PaySim-Bank2,0.5017502534919397,0.5
fedprox,10,PaySim-Bank3,0.7760420514057562,0.5
fedprox,10,PaySim-Bank4,0.867124850399734,0.5
fedprox,11,PaySim-Bank0,0.8520723707754319,0.5
fedprox,11,PaySim-Bank1,0.8165581665433421,0.5
fedprox,11,PaySim-Bank2,0.5029627226187902,0.5
fedprox,11,PaySim-Bank3,0.8026698341258366,0.5
fedprox,11,PaySim-Bank4,0.8361449966303613,0.5
fedprox,12,PaySim-Bank0,0.8857702285325131,0.5
fedprox,12,PaySim-Bank1,0.8474559473135965,0.5
fedprox,12,PaySim-Bank2,0.5016907407041056,0.5
fedprox,12,PaySim-Bank3,0.7998747140000944,0.5
fedprox,12,PaySim-Bank4,0.8714788219367111,0.5
fedprox,13,PaySim-Bank0,0.8647322999621552,0.5
fedprox,13,PaySim-Bank1,0.8376011380488554,0.5
fedprox,13,PaySim-Bank2,0.5022198752175869,0.5
fedprox,13,PaySim-Bank3,0.8068391711311659,0.5
fedprox,13,PaySim-Bank4,0.863583069554724,0.5
fedprox,14,PaySim-Bank0,0.8650528978111068,0.5
fedprox,14,PaySim-Bank1,0.8417862257063026,0.5
fedprox,14,PaySim-Bank2,0.5026214256117415,0.5
fedprox,14,PaySim-Bank3,0.7944892912639953,0.5
fedprox,14,PaySim-Bank4,0.8529579640572409,0.5
fedprox,15,PaySim-Bank0,0.882761503529266,0.5
fedprox,15,PaySim-Bank1,0.857630989510711,0.5
fedprox,15,PaySim-Bank2,0.5018808291670321,0.5
fedprox,15,PaySim-Bank3,0.8044911339935827,0.5
fedprox,15,PaySim-Bank4,0.8735729253517724,0.5
fedprox,16,PaySim-Bank0,0.8809634274505751,0.5
fedprox,16,PaySim-Bank1,0.8388739264645988,0.5
fedprox,16,PaySim-Bank2,0.5029344742200588,0.5
fedprox,16,PaySim-Bank3,0.8184123166328775,0.5
fedprox,16,PaySim-Bank4,0.8747965470323749,0.5
fedprox,17,PaySim-Bank0,0.8701002025284656,0.5
fedprox,17,PaySim-Bank1,0.8486485290556697,0.5
fedprox,17,PaySim-Bank2,0.5018815553493046,0.5
fedprox,17,PaySim-Bank3,0.7835363456303454,0.5
fedprox,17,PaySim-Bank4,0.861872917938637,0.5
fedprox,18,PaySim-Bank0,0.8735399882125081,0.5
fedprox,18,PaySim-Bank1,0.8515175546163172,0.5
fedprox,18,PaySim-Bank2,0.5024040469230477,0.5
fedprox,18,PaySim-Bank3,0.7948218374912421,0.5
fedprox,18,PaySim-Bank4,0.8646311538066916,0.5
fedprox,19,PaySim-Bank0,0.8612695840389928,0.5
fedprox,19,PaySim-Bank1,0.8334469607739156,0.5
fedprox,19,PaySim-Bank2,0.4188547882921284,0.5
fedprox,19,PaySim-Bank3,0.7940419543105541,0.5
fedprox,19,PaySim-Bank4,0.8537164206050539,0.5
fedprox,20,PaySim-Bank0,0.8641640875016394,0.5
fedprox,20,PaySim-Bank1,0.8324851365357567,0.5
fedprox,20,PaySim-Bank2,0.5026936135696392,0.5
fedprox,20,PaySim-Bank3,0.7995685086875421,0.5
fedprox,20,PaySim-Bank4,0.8553814907286978,0.5
fednova,1,PaySim-Bank0,0.8423120125688006,0.5
fednova,1,PaySim-Bank1,0.8366040193360186,0.5
fednova,1,PaySim-Bank2,0.09277698106958855,0.5
fednova,1,PaySim-Bank3,0.7380552492637452,0.5
fednova,1,PaySim-Bank4,0.8350978738151498,0.5
fednova,2,PaySim-Bank0,0.8655063433035899,0.5
fednova,2,PaySim-Bank1,0.8394905291964322,0.5
fednova,2,PaySim-Bank2,0.5028416593530006,0.5
fednova,2,PaySim-Bank3,0.8071750185864291,0.5
fednova,2,PaySim-Bank4,0.8506631774297276,0.5
fednova,3,PaySim-Bank0,0.8474082354355483,0.5
fednova,3,PaySim-Bank1,0.8285002411583093,0.5
fednova,3,PaySim-Bank2,0.502862734906687,0.5
fednova,3,PaySim-Bank3,0.7878218491459004,0.5
fednova,3,PaySim-Bank4,0.845079718951646,0.5
fednova,4,PaySim-Bank0,0.8772801995154297,0.5
fednova,4,PaySim-Bank1,0.8402354109143613,0.5
fednova,4,PaySim-Bank2,0.5025149309443823,0.5
fednova,4,PaySim-Bank3,0.8241364129838691,0.5
fednova,4,PaySim-Bank4,0.8802044006838957,0.5
fednova,5,PaySim-Bank0,0.8404334679528379,0.5
fednova,5,PaySim-Bank1,0.8117024481029171,0.5
fednova,5,PaySim-Bank2,0.503890978004596,0.5
fednova,5,PaySim-Bank3,0.8040205765597913,0.5
fednova,5,PaySim-Bank4,0.8278223547295217,0.5
fednova,6,PaySim-Bank0,0.8880534046188779,0.5
fednova,6,PaySim-Bank1,0.8692270443350661,0.5
fednova,6,PaySim-Bank2,0.5015649754234879,0.5
fednova,6,PaySim-Bank3,0.7928706851343562,0.5
fednova,6,PaySim-Bank4,0.8859854189696283,0.5
fednova,7,PaySim-Bank0,0.843348971600896,0.5
fednova,7,PaySim-Bank1,0.819210649342736,0.5
fednova,7,PaySim-Bank2,0.5029486869454568,0.5
fednova,7,PaySim-Bank3,0.7919263073208272,0.5
fednova,7,PaySim-Bank4,0.8402330852380764,0.5
fednova,8,PaySim-Bank0,0.8515580640344267,0.5
fednova,8,PaySim-Bank1,0.8173507072334831,0.5
fednova,8,PaySim-Bank2,0.5039363802004252,0.5
fednova,8,PaySim-Bank3,0.8007544176532235,0.5
fednova,8,PaySim-Bank4,0.8430414262588753,0.5
fednova,9,PaySim-Bank0,0.872925696759886,0.5
fednova,9,PaySim-Bank1,0.8353990622141008,0.5
fednova,9,PaySim-Bank2,0.5022143222605153,0.5
fednova,9,PaySim-Bank3,0.8099828829006545,0.5
fednova,9,PaySim-Bank4,0.8681421649958784,0.5
fednova,10,PaySim-Bank0,0.8703481203552027,0.5
fednova,10,PaySim-Bank1,0.8369623771498269,0.5
fednova,10,PaySim-Bank2,0.5020216435965785,0.5
fednova,10,PaySim-Bank3,0.8116322699021621,0.5
fednova,10,PaySim-Bank4,0.86429618157118,0.5
fednova,11,PaySim-Bank0,0.8620498069246125,0.5
fednova,11,PaySim-Bank1,0.8279184612253684,0.5
fednova,11,PaySim-Bank2,0.5034744231744422,0.5
fednova,11,PaySim-Bank3,0.7975941611063425,0.5
fednova,11,PaySim-Bank4,0.8482030372729121,0.5
fednova,12,PaySim-Bank0,0.8688308234411732,0.5
fednova,12,PaySim-Bank1,0.8456070051527398,0.5
fednova,12,PaySim-Bank2,0.5022811552724307,0.5
fednova,12,PaySim-Bank3,0.7946503161523368,0.5
fednova,12,PaySim-Bank4,0.870340372161373,0.5
fednova,13,PaySim-Bank0,0.8786017891113068,0.5
fednova,13,PaySim-Bank1,0.852521603350897,0.5
fednova,13,PaySim-Bank2,0.3352133977133977,0.5
fednova,13,PaySim-Bank3,0.7820452278997453,0.5
fednova,13,PaySim-Bank4,0.8715438567708902,0.5
fednova,14,PaySim-Bank0,0.8724812554696804,0.5
fednova,14,PaySim-Bank1,0.843871318357323,0.5
fednova,14,PaySim-Bank2,0.5023150606375975,0.5
fednova,14,PaySim-Bank3,0.8116663566582367,0.5
fednova,14,PaySim-Bank4,0.871060374355791,0.5
fednova,15,PaySim-Bank0,0.8781581918695237,0.5
fednova,15,PaySim-Bank1,0.8529233699964001,0.5
fednova,15,PaySim-Bank2,0.5019412439386663,0.5
fednova,15,PaySim-Bank3,0.7994479532212291,0.5
fednova,15,PaySim-Bank4,0.8678251444532166,0.5
fednova,16,PaySim-Bank0,0.8721584869182772,0.5
fednova,16,PaySim-Bank1,0.8432975632763833,0.5
fednova,16,PaySim-Bank2,0.5018593698509758,0.5
fednova,16,PaySim-Bank3,0.8027271528951534,0.5
fednova,16,PaySim-Bank4,0.8642211851132814,0.5
fednova,17,PaySim-Bank0,0.8691214843158497,0.5
fednova,17,PaySim-Bank1,0.8353109866717497,0.5
fednova,17,PaySim-Bank2,0.5027945168853606,0.5
fednova,17,PaySim-Bank3,0.8046949962426428,0.5
fednova,17,PaySim-Bank4,0.860046302252792,0.5
fednova,18,PaySim-Bank0,0.8506073178985124,0.5
fednova,18,PaySim-Bank1,0.8194109558521355,0.5
fednova,18,PaySim-Bank2,0.5024987133299023,0.5
fednova,18,PaySim-Bank3,0.7984767060834151,0.5
fednova,18,PaySim-Bank4,0.8357788689965794,0.5
fednova,19,PaySim-Bank0,0.8745701800408214,0.5
fednova,19,PaySim-Bank1,0.8454329739567491,0.5
fednova,19,PaySim-Bank2,0.5026695244155717,0.5
fednova,19,PaySim-Bank3,0.802594093854892,0.5
fednova,19,PaySim-Bank4,0.8681510286237818,0.5
fednova,20,PaySim-Bank0,0.8763386209457245,0.5
fednova,20,PaySim-Bank1,0.8587270711349724,0.5
fednova,20,PaySim-Bank2,0.25149677271653076,0.5
fednova,20,PaySim-Bank3,0.7814966574576014,0.5
fednova,20,PaySim-Bank4,0.8682177422222013,0.5
persfl,1,PaySim-Bank0,0.9144032447842511,0.5
persfl,1,PaySim-Bank1,0.9305737737366411,0.5
persfl,1,PaySim-Bank2,0.51086017282011,0.5
persfl,1,PaySim-Bank3,0.7914029718817297,0.5
persfl,1,PaySim-Bank4,0.8824016009124821,0.5
persfl,2,PaySim-Bank0,0.93412799728035,0.5
persfl,2,PaySim-Bank1,0.8992531414355365,0.5
persfl,2,PaySim-Bank2,0.5229915433403806,0.5
persfl,2,PaySim-Bank3,0.8418053144154516,0.5
persfl,2,PaySim-Bank4,0.8965817877480831,0.5
persfl,3,PaySim-Bank0,0.8942682885064088,0.5
persfl,3,PaySim-Bank1,0.902925875230462,0.5
persfl,3,PaySim-Bank2,0.527856407617087,0.5
persfl,3,PaySim-Bank3,0.8288268255205451,0.5
persfl,3,PaySim-Bank4,0.7807307235414248,0.5
persfl,4,PaySim-Bank0,0.8904754084925173,0.5
persfl,4,PaySim-Bank1,0.8862564881395782,0.5
persfl,4,PaySim-Bank2,0.5178118393234672,0.5
persfl,4,PaySim-Bank3,0.8110610860234817,0.5
persfl,4,PaySim-Bank4,0.9220268707171114,0.5
persfl,5,PaySim-Bank0,0.8664002275550505,0.5
persfl,5,PaySim-Bank1,0.9337146110652904,0.5
persfl,5,PaySim-Bank2,0.5095564370717635,0.5
persfl,5,PaySim-Bank3,0.8359651356408038,0.5
persfl,5,PaySim-Bank4,0.8964676608405944,0.5
persfl,6,PaySim-Bank0,0.9319567835408181,0.5
persfl,6,PaySim-Bank1,0.9286093927340554,0.5
persfl,6,PaySim-Bank2,0.5056050054976701,0.5
persfl,6,PaySim-Bank3,0.8261859527699377,0.5
persfl,6,PaySim-Bank4,0.9145417414584766,0.5
persfl,7,PaySim-Bank0,0.8538255077749065,0.5
persfl,7,PaySim-Bank1,0.9206837417909467,0.5
persfl,7,PaySim-Bank2,0.535625,0.5
persfl,7,PaySim-Bank3,0.7973737780883239,0.5
persfl,7,PaySim-Bank4,0.8938331442903331,0.5
persfl,8,PaySim-Bank0,0.9159849161571444,0.5
persfl,8,PaySim-Bank1,0.9427764378059273,0.5
persfl,8,PaySim-Bank2,0.5150826446280992,0.5
persfl,8,PaySim-Bank3,0.8001162073588838,0.5
persfl,8,PaySim-Bank4,0.9113932943253288,0.5
persfl,9,PaySim-Bank0,0.9143054746530009,0.5
persfl,9,PaySim-Bank1,0.9051738148402009,0.5
persfl,9,PaySim-Bank2,0.5103949917485829,0.5
persfl,9,PaySim-Bank3,0.8292558598271315,0.5
persfl,9,PaySim-Bank4,0.8680981891915404,0.5
persfl,10,PaySim-Bank0,0.9226564132864715,0.5
persfl,10,PaySim-Bank1,0.9312709172532687,0.5
persfl,10,PaySim-Bank2,0.5216729147141518,0.5
persfl,10,PaySim-Bank3,0.8272101177473371,0.5
persfl,10,PaySim-Bank4,0.9124374657792202,0.5
persfl,11,PaySim-Bank0,0.8824440246937016,0.5
persfl,11,PaySim-Bank1,0.9279457167879408,0.5
persfl,11,PaySim-Bank2,0.5184373960297216,0.5
persfl,11,PaySim-Bank3,0.8540596312512259,0.5
persfl,11,PaySim-Bank4,0.8814878104498719,0.5
persfl,12,PaySim-Bank0,0.8696890287585076,0.5
persfl,12,PaySim-Bank1,0.9001168446531085,0.5
persfl,12,PaySim-Bank2,0.5084348255431205,0.5
persfl,12,PaySim-Bank3,0.8362077644677465,0.5
persfl,12,PaySim-Bank4,0.8963730025602032,0.5
persfl,13,PaySim-Bank0,0.9091835702306137,0.5
persfl,13,PaySim-Bank1,0.9500462770692839,0.5
persfl,13,PaySim-Bank2,0.5153077163386441,0.5
persfl,13,PaySim-Bank3,0.8503539748467168,0.5
persfl,13,PaySim-Bank4,0.9190645431048043,0.5
persfl,14,PaySim-Bank0,0.9212009031729554,0.5
persfl,14,PaySim-Bank1,0.9052605782196738,0.5
persfl,14,PaySim-Bank2,0.5177950015817779,0.5
persfl,14,PaySim-Bank3,0.8372045708891692,0.5
persfl,14,PaySim-Bank4,0.8621571347700999,0.5
persfl,15,PaySim-Bank0,0.9255362394952168,0.5
persfl,15,PaySim-Bank1,0.9231956937660338,0.5
persfl,15,PaySim-Bank2,0.5033833541231458,0.5
persfl,15,PaySim-Bank3,0.8169558336747557,0.5
persfl,15,PaySim-Bank4,0.9161055148492795,0.5
persfl,16,PaySim-Bank0,0.8792182603002476,0.5
persfl,16,PaySim-Bank1,0.9027459232968044,0.5
persfl,16,PaySim-Bank2,0.5028114913603788,0.5
persfl,16,PaySim-Bank3,0.8086893360453612,0.5
persfl,16,PaySim-Bank4,0.8778820826041618,0.5
persfl,17,PaySim-Bank0,0.8959224207889882,0.5
persfl,17,PaySim-Bank1,0.9255600084325181,0.5
persfl,17,PaySim-Bank2,0.5115796519410978,0.5
persfl,17,PaySim-Bank3,0.8467653878423388,0.5
persfl,17,PaySim-Bank4,0.9136782923048726,0.5
persfl,18,PaySim-Bank0,0.896972829184969,0.5
persfl,18,PaySim-Bank1,0.9341721622689145,0.5
persfl,18,PaySim-Bank2,0.5080066232240145,0.5
persfl,18,PaySim-Bank3,0.8176040350386089,0.5
persfl,18,PaySim-Bank4,0.8761537009861644,0.5
persfl,19,PaySim-Bank0,0.8985119391664057,0.5
persfl,19,PaySim-Bank1,0.9254012349875468,0.5
persfl,19,PaySim-Bank2,0.5282931354359927,0.5
persfl,19,PaySim-Bank3,0.8208499749723303,0.5
persfl,19,PaySim-Bank4,0.9089931436497464,0.5
persfl,20,PaySim-Bank0,0.9077726560520945,0.5
persfl,20,PaySim-Bank1,0.8963417642902406,0.5
persfl,20,PaySim-Bank2,0.5027135579937304,0.5
persfl,20,PaySim-Bank3,0.8516491627700346,0.5
persfl,20,PaySim-Bank4,0.9254644604761312,0.5
